captured_at_utc,bookmaker,event_url,market_group,market_name,selection,line,decimal_odds,raw_payload,season,round,hash_key
2025-08-28T09:47:54+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/fremantle-v-gold-coast-suns-9554694,H2H_or_Unknown,Unparsed,Sel9,,0.23,,2025,regular,f97b40840c5dd8a8f1bff532e59fff65b10341599af88f0aaf83e27edf1591d4
2025-08-28T09:47:58+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/geelong-cats-v-brisbane-lions-9551769,H2H_or_Unknown,Unparsed,Sel15,,0.23,,2025,finals_w1,ffe82a7c719a647c3f90a06aeb583f8c3cb2fbbbf8c2d462eeb1e8c1b25cd55d
2025-08-28T09:47:58+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/geelong-cats-v-brisbane-lions-9551769,H2H_or_Unknown,Unparsed,Sel6,,0.32,,2025,finals_w1,a3539444ccce192aa31436e62d83fcb7099fa25bb3ae4cc5be0a6f6cb396ff64
2025-08-28T09:47:58+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/geelong-cats-v-brisbane-lions-9551769,H2H_or_Unknown,Unparsed,Sel8,,0.32,,2025,finals_w1,956a2b9fc2b8e507ed986ae76f1f4777f6726415f2294a022b05725ae2a20ffc
2025-08-28T09:45:46+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403225,H2H_or_Unknown,Unparsed,Sel10,,2.63,,2025,finals_w1,8700271416d3314c3d7e16201779c916895eaa2a33909fe1d911fb5b15ee5794
2025-08-28T09:45:37+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403224,H2H_or_Unknown,Unparsed,Sel18,,2.63,,2025,finals_w1,bfbf987268f17c76dfe3d29b39e72468aaf6a5aa79c1dc6a2ced6b541282a8eb
2025-08-28T09:47:58+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/geelong-cats-v-brisbane-lions-9551769,H2H_or_Unknown,Unparsed,Sel16,,0.32,,2025,finals_w1,b9fd747c0dab43c9c1f7823fee426f60e7bf8ecfeb703de45daa856776b5963c
2025-08-28T09:47:58+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/geelong-cats-v-brisbane-lions-9551769,H2H_or_Unknown,Unparsed,Sel13,,0.23,,2025,finals_w1,f939754926edde19c2c63a7c89cc0cc3ec2535ff815f77da24b3946391d0f706
2025-08-28T09:45:49+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403224,H2H_or_Unknown,Unparsed,Sel1,,3.47,,2025,finals_w1,fed1038a93703f3b3fe81673de48b3a434a8cd50bbccdf4143cc739687f47dc4
2025-08-28T09:45:43+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2406663,H2H_or_Unknown,Unparsed,Sel3,,4.16,,2025,finals_w1,779f51ae6da5bc92ad3fbb56249d25c2a39b31121c27741e40333aa028b7fbd4
2025-08-28T09:47:54+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/fremantle-v-gold-coast-suns-9554694,H2H_or_Unknown,Unparsed,Sel13,,0.23,,2025,regular,83fc199f61753a3b536f8355910c5ba00f2b52e3d495a3a0c47a823825a78f3d
2025-08-28T09:45:43+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2406663,H2H_or_Unknown,Unparsed,Sel2,,1.15,,2025,finals_w1,9ddcfc8e1272db22fa949ff393b15aae37916d773985dcb57a1087d8f8642390
2025-08-28T09:47:54+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/fremantle-v-gold-coast-suns-9554694,H2H_or_Unknown,Unparsed,Sel18,,0.32,,2025,regular,99ffc6955245ce282c757ffa35bd21513bd04e0c10b6c14d1fdefd92f16146af
2025-08-28T09:45:43+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2406663,H2H_or_Unknown,Unparsed,Sel18,,1.01,,2025,finals_w1,e9aebad0edd499efcab9f5edad6f4c4d3d3edfe42eb9f587d3144c6957b227d1
2025-08-28T09:45:46+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403225,H2H_or_Unknown,Unparsed,Sel7,,0.95,,2025,finals_w1,1d09780d0f692973cbc85edf9487bf6becf4b9517cd76d49f443f3ce2f926a41
2025-08-28T09:45:37+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403224,H2H_or_Unknown,Unparsed,Sel20,,1.29,,2025,finals_w1,8fae8a4c297ad903548cd5f08ceb19ca7f163cc7a07a2dead00cdbe0d43ac604
2025-08-28T09:45:49+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403224,H2H_or_Unknown,Unparsed,Sel17,,2.63,,2025,finals_w1,5bc9d300de4ed67ce17489410277553757f9f328d2ee79a45f4c8d6de93508d5
2025-08-28T09:45:40+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2406664,H2H_or_Unknown,Unparsed,Sel10,,2.63,,2025,finals_w1,6a64d5e5ea6580749fb41ba5ffb78bd0206097e58281a645eff7d50d6dde568e
2025-08-28T09:45:37+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403224,H2H_or_Unknown,Unparsed,Sel11,,1.02,,2025,finals_w1,75bb032be03287c25fbe301c82034a5268f8f4cdf51733aa47095a45424f1d3a
2025-08-28T09:45:43+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2406663,H2H_or_Unknown,Unparsed,Sel13,,4.77,,2025,finals_w1,ccd6a7501017936678a3a58df469541db18fcc2681864b23fbf89f9dec418a46
2025-08-28T09:45:46+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403225,H2H_or_Unknown,Unparsed,Sel11,,1.01,,2025,finals_w1,f5ff211bf0031a49f9d58a64ff5dbb8799eeecff904396b12c95b6127b51ee57
2025-08-28T09:45:37+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403224,H2H_or_Unknown,Unparsed,Sel7,,0.95,,2025,finals_w1,e9cc06c70d0d8d9fdb07dc5a45600833052b15273b8717a3d49b058d6d94cf7e
2025-08-28T09:45:49+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403224,H2H_or_Unknown,Unparsed,Sel16,,4.55,,2025,finals_w1,ad1c5f4297c3f90b50a5f5f5df560abb0dbbc38c64f8ca7b0cde09b949e6c2ca
2025-08-28T09:47:54+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/fremantle-v-gold-coast-suns-9554694,H2H_or_Unknown,Unparsed,Sel11,,0.23,,2025,regular,8e1fa192b051a9de6b2a31e26ff75c9c45e82ea16d267f080c46692e4e5bd0d7
2025-08-28T09:45:40+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2406664,H2H_or_Unknown,Unparsed,Sel13,,4.77,,2025,finals_w1,465504f4de253323a54cb3b04e67c8216a964ccfd9f46c42123822f3e430f08f
2025-08-28T09:45:40+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2406664,H2H_or_Unknown,Unparsed,Sel3,,4.16,,2025,finals_w1,dffdf975609338501aff5091f68b784c33b9ee92fcdca27c62b6c859793b7ec0
2025-08-28T09:45:37+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403224,H2H_or_Unknown,Unparsed,Sel14,,3.21,,2025,finals_w1,b8ef1f860833a5bb557f4deaccb5eb30732d35444115caf38e627848bf82af7c
2025-08-28T09:45:43+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2406663,H2H_or_Unknown,Unparsed,Sel20,,1.02,,2025,finals_w1,2430bd59a233f2b9021bbf2d08e55f98508be1a068d08fda1f6bc6fbe3cfd67d
2025-08-28T09:45:40+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2406664,H2H_or_Unknown,Unparsed,Sel17,,2.63,,2025,finals_w1,c00921544e22e0d6842f6c9d67cef15262bdc239499677c2838cbff3849d2fe1
2025-08-28T09:45:37+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403224,H2H_or_Unknown,Unparsed,Sel4,,0.95,,2025,finals_w1,38513bdc8f2e9f033fc3c0daab6e9e2a1ed43b2bcc425ea8e9195135343c1ef3
2025-08-28T09:47:58+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/geelong-cats-v-brisbane-lions-9551769,H2H_or_Unknown,Unparsed,Sel2,,0.15,,2025,finals_w1,3f5ad37b841181ed2d127c72fad56dcba5752e80f6a8bccf6d47c7e834fd67be
2025-08-28T09:47:58+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/geelong-cats-v-brisbane-lions-9551769,H2H_or_Unknown,Unparsed,Sel12,,0.32,,2025,finals_w1,02b6d1ea346187be6a365d8355e3785669fd0b82aaaf72e04fbdbc5a55c3c9db
2025-08-28T09:45:49+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2403224,H2H_or_Unknown,Unparsed,Sel10,,2.63,,2025,finals_w1,01f9391d1ab07a8ef8f17347a2f16bad15c683d658762beb3e324c66161fd18e
2025-08-28T09:47:58+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/geelong-cats-v-brisbane-lions-9551769,H2H_or_Unknown,Unparsed,Sel14,,0.32,,2025,finals_w1,b4ac154bbdc5fe122ff5e5bac41e6c135e3a7b2e6a8938aa2dab92d2c8a94892
2025-08-28T09:47:54+00:00,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/fremantle-v-gold-coast-suns-9554694,H2H_or_Unknown,Unparsed,Sel4,,0.32,,2025,regular,f47e302c47025b7e15a9985d1caef1f7fc814e3f9c5cb957fefefab53b8331dd
2025-08-28T09:45:43+00:00,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2406663,H2H_or_Unknown,Unparsed,Sel10,,2.63,,2025,finals_w1,e0f978fc49a114771d8bf14f8c9ca594dd85cb6647bf7db0a6e5d43649fc1e0c
