game_id,bookmaker,event_url,match_quality,found_at,notes,bookmaker_event_id,canonical_url,raw_url,discovered_at,mode
2025_ID37092,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/gold-coast-suns-v-essendon-9504866,100,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/gold-coast-suns-v-essendon-9504866,https://www.sportsbet.com.au/betting/australian-rules/afl/gold-coast-suns-v-essendon-9504866,2025-08-23T08:35:34.559417+00:00,upcoming
2025_ID37092,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2394416,100,browse,38 candidates; sample='gold coast',2394416,https://pointsbet.com.au/sports/aussie-rules/AFL/2394416,https://pointsbet.com.au/sports/aussie-rules/AFL/2394416,2025-08-23T08:35:44.113787+00:00,upcoming
2025_ID37315,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:35:46.701670+00:00,upcoming
2025_ID37315,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,66,browse,38 candidates; sample='western bulldogs v fremantletomorrow  1 15pm',2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,2025-08-23T08:35:56.335699+00:00,upcoming
2025_ID37316,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:35:59.065495+00:00,upcoming
2025_ID37316,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,66,browse,38 candidates; sample='western bulldogs v fremantletomorrow  1 15pm',2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,2025-08-23T08:36:08.611702+00:00,upcoming
2025_ID37317,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:36:10.787136+00:00,upcoming
2025_ID37317,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,66,browse,38 candidates; sample='western bulldogs v fremantletomorrow  1 15pm',2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,2025-08-23T08:36:20.384929+00:00,upcoming
2025_ID37318,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:36:22.631181+00:00,upcoming
2025_ID37318,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,66,browse,38 candidates; sample='western bulldogs v fremantletomorrow  1 15pm',2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,2025-08-23T08:36:32.240225+00:00,upcoming
2025_ID37319,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:36:34.422886+00:00,upcoming
2025_ID37319,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,66,browse,38 candidates; sample='western bulldogs v fremantletomorrow  1 15pm',2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,2025-08-23T08:36:43.972741+00:00,upcoming
2025_ID37320,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:36:46.214815+00:00,upcoming
2025_ID37320,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,66,browse,38 candidates; sample='western bulldogs v fremantletomorrow  1 15pm',2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,2025-08-23T08:36:55.789839+00:00,upcoming
2025_ID37321,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:36:58.196093+00:00,upcoming
2025_ID37321,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,66,browse,38 candidates; sample='western bulldogs v fremantletomorrow  1 15pm',2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,2025-08-23T08:37:07.778678+00:00,upcoming
2025_ID37322,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:37:10.425610+00:00,upcoming
2025_ID37322,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,66,browse,38 candidates; sample='western bulldogs v fremantletomorrow  1 15pm',2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,https://pointsbet.com.au/sports/aussie-rules/AFL/2391965,2025-08-23T08:37:20.046316+00:00,upcoming
