game_id,season,round_raw,home,away,venue,kickoff_utc,kickoff_local_awst,status,home_score,away_score,source
___98c4b7d37a,,,,,,,,scheduled,,,squiggle
___98c4b7d37a,,,,,,,,scheduled,,,squiggle
