game_id,team,player_id,player_name_std,status,source,latest_snapshot_ts
,St Kilda,,I Keeler,in,afl_lineups_round_24,20250821_130613
,St Kilda,,L O'Connell,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,O Baker,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,J Busslinger,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,N Coffield,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,J Croft,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,A Jones,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,L Jones,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,L McNeil,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,R Sanders,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,L Jones,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,N Coffield,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,A Jones,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,L Bramble,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,J O'Donnell,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,B Dale,in,afl_lineups_round_24,20250821_130613
,Fremantle,,L Jackson,in,afl_lineups_round_24,20250821_130613
,Fremantle,,J Treacy,in,afl_lineups_round_24,20250821_130613
,Fremantle,,M Frederick,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,L Cleary,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,R Lobb,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,J Johannisen,in,afl_lineups_round_24,20250821_130613
,Fremantle,,S Switkowski,in,afl_lineups_round_24,20250821_130613
,Fremantle,,P Voss,in,afl_lineups_round_24,20250821_130613
,Fremantle,,S Bolton,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,J Freijah,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,E Richards,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,B Williams,in,afl_lineups_round_24,20250821_130613
,Fremantle,,J O'Meara,in,afl_lineups_round_24,20250821_130613
,Fremantle,,H Young,in,afl_lineups_round_24,20250821_130613
,Fremantle,,C Wagner,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,S Davidson,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,A Naughton,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,M Kennedy,in,afl_lineups_round_24,20250821_130613
,Fremantle,,H Chapman,in,afl_lineups_round_24,20250821_130613
,Fremantle,,K Worner,in,afl_lineups_round_24,20250821_130613
,Fremantle,,J Clark,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,R Garcia,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,S Darcy,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,R West,in,afl_lineups_round_24,20250821_130613
,Fremantle,,L Ryan,in,afl_lineups_round_24,20250821_130613
,Fremantle,,B Cox,in,afl_lineups_round_24,20250821_130613
,Fremantle,,A Pearce,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,T English,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,M Bontempelli,in,afl_lineups_round_24,20250821_130613
,Western Bulldogs,,T Liberatore,in,afl_lineups_round_24,20250821_130613
,Fremantle,,S Darcy,in,afl_lineups_round_24,20250821_130613
,Fremantle,,C Serong,in,afl_lineups_round_24,20250821_130613
,Fremantle,,A Brayshaw,in,afl_lineups_round_24,20250821_130613
,Fremantle,,N Fyfe,in,afl_lineups_round_24,20250821_130613
,Fremantle,,M Reid,in,afl_lineups_round_24,20250821_130613
,Fremantle,,O McDonald,in,afl_lineups_round_24,20250821_130613
,Fremantle,,J Amiss,in,afl_lineups_round_24,20250821_130613
,Fremantle,,N Erasmus,in,afl_lineups_round_24,20250821_130613
,Fremantle,,N O'Driscoll,in,afl_lineups_round_24,20250821_130613
,Fremantle,,B Walker,in,afl_lineups_round_24,20250821_130613
,Fremantle,,B Banfield,in,afl_lineups_round_24,20250821_130613
,Fremantle,,O McDonald,in,afl_lineups_round_24,20250821_130613
,Fremantle,,H Young,in,afl_lineups_round_24,20250821_130613
,Fremantle,,B Walker,in,afl_lineups_round_24,20250821_130613
,Brisbane,,K Lohmann,in,afl_lineups_round_24,20250821_130613
,Brisbane,,L Ashcroft,in,afl_lineups_round_24,20250821_130613
,Brisbane,,L Beecken,in,afl_lineups_round_24,20250821_130613
,Brisbane,,S Marshall,in,afl_lineups_round_24,20250821_130613
,Brisbane,,T Gallop,in,afl_lineups_round_24,20250821_130613
,Brisbane,,J Tunstill,in,afl_lineups_round_24,20250821_130613
,Brisbane,,D Joyce,in,afl_lineups_round_24,20250821_130613
,Brisbane,,O McInerney,in,afl_lineups_round_24,20250821_130613
,Brisbane,,D Joyce,in,afl_lineups_round_24,20250821_130613
,Brisbane,,O McInerney,in,afl_lineups_round_24,20250821_130613
,Brisbane,,K Lohmann,in,afl_lineups_round_24,20250821_130613
,Brisbane,,J Tunstill,in,afl_lineups_round_24,20250821_130613
,Brisbane,,T Gallop,in,afl_lineups_round_24,20250821_130613
,Brisbane,,E Hipwood,in,afl_lineups_round_24,20250821_130613
,Brisbane,,J Berry,in,afl_lineups_round_24,20250821_130613
,Brisbane,,D Zorko,in,afl_lineups_round_24,20250821_130613
,Brisbane,,D Gardiner,in,afl_lineups_round_24,20250821_130613
,Brisbane,,R Lester,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,J Gunston,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,M Lewis,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,C MacDonald,in,afl_lineups_round_24,20250821_130613
,Brisbane,,D Wilmot,in,afl_lineups_round_24,20250821_130613
,Brisbane,,H Andrews,in,afl_lineups_round_24,20250821_130613
,Brisbane,,B Starcevich,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,M D'Ambrosio,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,M Chol,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,N Watson,in,afl_lineups_round_24,20250821_130613
,Brisbane,,J Fletcher,in,afl_lineups_round_24,20250821_130613
,Brisbane,,H McCluggage,in,afl_lineups_round_24,20250821_130613
,Brisbane,,B Reville,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,K Amon,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,J Worpel,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,D Moore,in,afl_lineups_round_24,20250821_130613
,Brisbane,,C Cameron,in,afl_lineups_round_24,20250821_130613
,Brisbane,,S Day,in,afl_lineups_round_24,20250821_130613
,Brisbane,,Z Bailey,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,J Impey,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,J Sicily,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,J Scrimshaw,in,afl_lineups_round_24,20250821_130613
,Brisbane,,C Rayner,in,afl_lineups_round_24,20250821_130613
,Brisbane,,L Morris,in,afl_lineups_round_24,20250821_130613
,Brisbane,,C Ah Chee,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,J Battle,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,T Barrass,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,B Hardwick,in,afl_lineups_round_24,20250821_130613
,Brisbane,,D Fort,in,afl_lineups_round_24,20250821_130613
,Brisbane,,J Dunkley,in,afl_lineups_round_24,20250821_130613
,Brisbane,,W Ashcroft,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,L Meek,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,J Newcombe,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,J Ward,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,C Jiath,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,C Nash,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,J Ginnivan,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,C Dear,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,L Breust,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,C Mackenzie,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,S Butler,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,N Reeves,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,N Reeves,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,S Butler,in,afl_lineups_round_24,20250821_130613
,Hawthorn,,C Mackenzie,in,afl_lineups_round_24,20250821_130613
