match_id,season,round,scheduled_utc,date_local,venue_id,home_team_id,away_team_id,status,source_tz,discovered_at_utc
cdbd9bce4859eba660ab7d05e35817fa98dd33e1,,,2025-09-04 09:40:00.000000+00:00,,6c30951b060d107f0f225a775557b30f5c432160,f36abca66a42f91ede6e6949520fc052c92c8a17,11d8c80872895da495d18bf88fbbb05e0c80401d,,Australia/Adelaide,2025-09-02T09:29:57.956423+0000
21507499ebe335e4226b59950ef80986570e63cc,,,2025-09-05 09:40:00.000000+00:00,,e3c6b8a9d462e41beb28bd4ee90d851d305dc81f,2cc7dcbdb6678bfc418545cd1e594aba97c10989,4064edbbf8a87d0b281be668cabfa76286491511,,Australia/Sydney,2025-09-02T09:29:57.956423+0000
7cfc39b460ece708d2abcd2dc33fc27b9d30a7c3,,,2025-09-06 05:15:00.000000+00:00,,3c736a6f31b8ab6707b610352c06f0c01faf645f,bd12ce27cae1a14a2e63829c114a863978693ead,01e679bfc6d265bfd2e8b84cff0652815ce6ab0c,,Australia/Sydney,2025-09-02T09:29:57.956423+0000
e30afacc42387dbb42b8b4f3d7e6616ff56eedb5,,,2025-09-06 09:35:00.000000+00:00,,72ea2e3f97bab35c35f4fcfbeb7c71a400d3b81d,e465c5d0a514e5fd4a72d66611e1fc5864ea14be,abac2d055027ccf9b2cb30e03eb9bfa38e561ba7,,Australia/Perth,2025-09-02T09:29:57.956423+0000
58f55d0f3f2ab5a0bd1cbe0707333c68254bc550,,,2025-03-25 08:40:00.000000+00:00,,616587401c5854a3afa318304fe55a1c034448e7,82288be517a94cbee7c6d2591e863affbac457d4,ab34436b356772b6f0c830d1e15cd26889335139,,Australia/Melbourne,2025-08-28T02:38:43.652628+0000
