game_key,season,round,venue_id,home_team_id,away_team_id,home_score,away_score,margin,winner_team_id,start_time_utc,home_goals,home_behinds,away_goals,away_behinds,status,source_kind,payload_json
f9b607014be7659f21b059900ecfeadd026bdafb,2025,24,1bdab4bb3bf17d9ac3b691a00d99748af968a9a5,732a1c61f9bbd47623444363b2e82845c845c811,885411cc009ad10721805983e9252b858933c57f,56,90,-34,885411cc009ad10721805983e9252b858933c57f,2025-08-21 11:30:00+00:00,8,8,13,12,final,squiggle,"{""date"": ""2025-08-21 19:30:00"", ""hbehinds"": 8, ""hteam"": ""Essendon"", ""id"": 37293, ""roundname"": ""Round 24"", ""hgoals"": 8, ""hscore"": 56, ""complete"": 100, ""ateamid"": 3, ""winnerteamid"": 3, ""is_final"": 0, ""winner"": ""Carlton"", ""hteamid"": 5, ""ascore"": 90, ""agoals"": 13, ""timestr"": ""Full Time"", ""tz"": ""+10:00"", ""unixtime"": 1755768600, ""venue"": ""M.C.G."", ""ateam"": ""Carlton"", ""abehinds"": 12, ""round"": 24, ""updated"": ""2025-08-21 22:03:24"", ""year"": 2025, ""localtime"": ""2025-08-21 19:30:00"", ""is_grand_final"": 0}"
3f8d56a956ad85faaf2f3b93bde824ce9719e318,2025,24,1bdab4bb3bf17d9ac3b691a00d99748af968a9a5,11d8c80872895da495d18bf88fbbb05e0c80401d,45cdce34c38f3fd09b23649cd037064faedc6a88,82,76,6,11d8c80872895da495d18bf88fbbb05e0c80401d,2025-08-22 11:10:00+00:00,11,16,11,10,final,squiggle,"{""hteam"": ""Collingwood"", ""id"": 37291, ""roundname"": ""Round 24"", ""hscore"": 82, ""complete"": 100, ""winnerteamid"": 4, ""ateamid"": 11, ""hgoals"": 11, ""is_final"": 0, ""winner"": ""Collingwood"", ""date"": ""2025-08-22 19:10:00"", ""hbehinds"": 16, ""abehinds"": 10, ""round"": 24, ""updated"": ""2025-08-22 21:46:43"", ""localtime"": ""2025-08-22 19:10:00"", ""year"": 2025, ""is_grand_final"": 0, ""hteamid"": 4, ""ascore"": 76, ""agoals"": 11, ""timestr"": ""Full Time"", ""unixtime"": 1755853800, ""tz"": ""+10:00"", ""venue"": ""M.C.G."", ""ateam"": ""Melbourne""}"
e70ef920013f93010f1f0c4d1b967dc0b9335228,2025,24,6c30951b060d107f0f225a775557b30f5c432160,7b2faab8d0c9a9f36af890c8408ef89e52342cbb,abac2d055027ccf9b2cb30e03eb9bfa38e561ba7,71,67,4,7b2faab8d0c9a9f36af890c8408ef89e52342cbb,2025-08-22 12:10:00+00:00,10,11,9,13,final,squiggle,"{""hbehinds"": 11, ""date"": ""2025-08-22 20:10:00"", ""winner"": ""Port Adelaide"", ""is_final"": 0, ""hscore"": 71, ""complete"": 100, ""ateamid"": 8, ""hgoals"": 10, ""winnerteamid"": 13, ""roundname"": ""Round 24"", ""id"": 37295, ""hteam"": ""Port Adelaide"", ""venue"": ""Adelaide Oval"", ""ateam"": ""Gold Coast"", ""unixtime"": 1755857400, ""tz"": ""+10:00"", ""timestr"": ""Full Time"", ""hteamid"": 13, ""ascore"": 67, ""agoals"": 9, ""is_grand_final"": 0, ""year"": 2025, ""localtime"": ""2025-08-22 19:40:00"", ""updated"": ""2025-08-22 22:48:09"", ""round"": 24, ""abehinds"": 13}"
0c2010c38879345f685cc6c1266765fde03486d2,2025,24,deebe0ef10d4a80d665720bce769943cce82971c,e7e68af8d5c1c0b51053089afcaf81da6f4a4394,f36abca66a42f91ede6e6949520fc052c92c8a17,100,113,-13,f36abca66a42f91ede6e6949520fc052c92c8a17,2025-08-23 05:20:00+00:00,15,10,17,11,final,squiggle,"{""is_grand_final"": 0, ""updated"": ""2025-08-23 16:05:34"", ""localtime"": ""2025-08-23 13:20:00"", ""year"": 2025, ""abehinds"": 11, ""round"": 24, ""unixtime"": 1755919200, ""tz"": ""+10:00"", ""ateam"": ""Adelaide"", ""venue"": ""Docklands"", ""timestr"": ""Full Time"", ""ascore"": 113, ""agoals"": 17, ""hteamid"": 12, ""winner"": ""Adelaide"", ""complete"": 100, ""hgoals"": 15, ""hscore"": 100, ""ateamid"": 1, ""winnerteamid"": 1, ""is_final"": 0, ""roundname"": ""Round 24"", ""hteam"": ""North Melbourne"", ""id"": 37289, ""hbehinds"": 10, ""date"": ""2025-08-23 13:20:00""}"
920f42b08cc6edc37b57eddb86946e82cb0f5455,2025,24,1bdab4bb3bf17d9ac3b691a00d99748af968a9a5,4f819d95b714bfe034dcf3c3d0edb50d55fac635,2cc7dcbdb6678bfc418545cd1e594aba97c10989,64,103,-39,2cc7dcbdb6678bfc418545cd1e594aba97c10989,2025-08-23 08:15:00+00:00,9,10,14,19,final,squiggle,"{""hbehinds"": 10, ""date"": ""2025-08-23 16:15:00"", ""hscore"": 64, ""hgoals"": 9, ""complete"": 100, ""winnerteamid"": 7, ""ateamid"": 7, ""is_final"": 0, ""winner"": ""Geelong"", ""hteam"": ""Richmond"", ""id"": 37292, ""roundname"": ""Round 24"", ""tz"": ""+10:00"", ""unixtime"": 1755929700, ""ateam"": ""Geelong"", ""venue"": ""M.C.G."", ""ascore"": 103, ""hteamid"": 14, ""agoals"": 14, ""timestr"": ""Full Time"", ""is_grand_final"": 0, ""abehinds"": 19, ""round"": 24, ""updated"": ""2025-08-23 18:53:01"", ""localtime"": ""2025-08-23 16:15:00"", ""year"": 2025}"
0b8389cee654975341c19811e98a552d980fab21,2025,24,3595b071c999d7b7ec9deaefab66675d3456209c,f3a1ab34f88720a82b20b98b8479917592f81c05,83c3f86ca221e4004e754e25ae59e8df6b99e83d,51,118,-67,83c3f86ca221e4004e754e25ae59e8df6b99e83d,2025-08-23 11:35:00+00:00,7,9,18,10,final,squiggle,"{""hbehinds"": 9, ""date"": ""2025-08-23 19:35:00"", ""winner"": ""Sydney"", ""complete"": 100, ""hscore"": 51, ""ateamid"": 16, ""hgoals"": 7, ""winnerteamid"": 16, ""is_final"": 0, ""roundname"": ""Round 24"", ""hteam"": ""West Coast"", ""id"": 37296, ""tz"": ""+10:00"", ""unixtime"": 1755941700, ""ateam"": ""Sydney"", ""venue"": ""Perth Stadium"", ""timestr"": ""Full Time"", ""hteamid"": 17, ""agoals"": 18, ""ascore"": 118, ""is_grand_final"": 0, ""updated"": ""2025-08-23 22:11:03"", ""localtime"": ""2025-08-23 17:35:00"", ""year"": 2025, ""abehinds"": 10, ""round"": 24}"
bdb85c1da43f8b9c68a21868fd507271be46a579,2025,24,75e56e8c8bb6accc1c3cc062a518ab2f30add18d,bd12ce27cae1a14a2e63829c114a863978693ead,bc828245c366e0e16df80bc9712309c84dc81e44,104,93,11,bd12ce27cae1a14a2e63829c114a863978693ead,2025-08-24 04:20:00+00:00,15,14,14,9,final,squiggle,"{""ateam"": ""St Kilda"", ""venue"": ""Sydney Showground"", ""unixtime"": 1756002000, ""tz"": ""+10:00"", ""ascore"": 93, ""agoals"": 14, ""hteamid"": 9, ""timestr"": ""Full Time"", ""is_grand_final"": 0, ""round"": 24, ""abehinds"": 9, ""localtime"": ""2025-08-24 12:20:00"", ""year"": 2025, ""updated"": ""2025-08-24 15:08:59"", ""hbehinds"": 14, ""date"": ""2025-08-24 12:20:00"", ""is_final"": 0, ""complete"": 100, ""hscore"": 104, ""winnerteamid"": 9, ""ateamid"": 15, ""hgoals"": 15, ""winner"": ""Greater Western Sydney"", ""id"": 37288, ""hteam"": ""Greater Western Sydney"", ""roundname"": ""Round 24""}"
6477f0e87e691858101749a9d701b38828d4dcd3,2025,24,deebe0ef10d4a80d665720bce769943cce82971c,7764d164ac71f3984bee8354c521de286e386353,e465c5d0a514e5fd4a72d66611e1fc5864ea14be,97,112,-15,e465c5d0a514e5fd4a72d66611e1fc5864ea14be,2025-08-24 07:15:00+00:00,14,13,17,10,final,squiggle,"{""hbehinds"": 13, ""date"": ""2025-08-24 15:15:00"", ""is_final"": 0, ""hscore"": 97, ""hgoals"": 14, ""complete"": 100, ""winnerteamid"": 6, ""ateamid"": 6, ""winner"": ""Fremantle"", ""id"": 37290, ""hteam"": ""Western Bulldogs"", ""roundname"": ""Round 24"", ""venue"": ""Docklands"", ""ateam"": ""Fremantle"", ""tz"": ""+10:00"", ""unixtime"": 1756012500, ""hteamid"": 18, ""agoals"": 17, ""ascore"": 112, ""timestr"": ""Full Time"", ""is_grand_final"": 0, ""round"": 24, ""abehinds"": 10, ""localtime"": ""2025-08-24 15:15:00"", ""year"": 2025, ""updated"": ""2025-08-24 17:56:22""}"
bf5db12676d2088a5e083649db6b98cb496bd5f9,2025,24,5075cf5b38e98aa676bdcd5c266f56aa9da273bc,4064edbbf8a87d0b281be668cabfa76286491511,a2c5affbc27b18d5286ceabdddbf32062c7bffb8,89,79,10,4064edbbf8a87d0b281be668cabfa76286491511,2025-08-24 11:20:00+00:00,11,23,11,13,final,squiggle,"{""timestr"": ""Full Time"", ""ascore"": 79, ""agoals"": 11, ""hteamid"": 2, ""venue"": ""Gabba"", ""ateam"": ""Hawthorn"", ""tz"": ""+10:00"", ""unixtime"": 1756027200, ""localtime"": ""2025-08-24 19:20:00"", ""year"": 2025, ""updated"": ""2025-08-24 21:59:08"", ""round"": 24, ""abehinds"": 13, ""is_grand_final"": 0, ""date"": ""2025-08-24 19:20:00"", ""hbehinds"": 23, ""roundname"": ""Round 24"", ""id"": 37294, ""hteam"": ""Brisbane Lions"", ""winner"": ""Brisbane Lions"", ""is_final"": 0, ""hscore"": 89, ""complete"": 100, ""hgoals"": 11, ""winnerteamid"": 2, ""ateamid"": 10}"
a40809695ee0a9e56a22c5336e6e6dd161f46a56,2025,24,48031a28dd6e5d66bcf2227c548d7c67d9bc248b,abac2d055027ccf9b2cb30e03eb9bfa38e561ba7,732a1c61f9bbd47623444363b2e82845c845c811,153,58,95,abac2d055027ccf9b2cb30e03eb9bfa38e561ba7,2025-08-27 11:20:00+00:00,23,15,8,10,final,squiggle,"{""year"": 2025, ""localtime"": ""2025-08-27 19:20:00"", ""updated"": ""2025-08-27 21:57:53"", ""round"": 24, ""abehinds"": 10, ""is_grand_final"": 0, ""timestr"": ""Full Time"", ""hteamid"": 8, ""agoals"": 8, ""ascore"": 58, ""venue"": ""Carrara"", ""ateam"": ""Essendon"", ""tz"": ""+10:00"", ""unixtime"": 1756286400, ""roundname"": ""Round 24"", ""id"": 37092, ""hteam"": ""Gold Coast"", ""winner"": ""Gold Coast"", ""is_final"": 0, ""hscore"": 153, ""ateamid"": 5, ""complete"": 100, ""hgoals"": 23, ""winnerteamid"": 8, ""date"": ""2025-08-27 19:20:00"", ""hbehinds"": 15}"
