type,bookmaker,game_id,market_id,line,overround,team,player_name_std
unmapped_player,,,,,,Richmond,K McIntosh
unmapped_player,,,,,,Richmond,D Prestia
unmapped_player,,,,,,Richmond,J Trezise
unmapped_player,,,,,,Geelong,M Blicavs
unmapped_player,,,,,,Geelong,M Holmes
unmapped_player,,,,,,Geelong,O Dempsey
unmapped_player,,,,,,Richmond,S Campbell
unmapped_player,,,,,,Richmond,J Ross
unmapped_player,,,,,,Richmond,M Rioli
unmapped_player,,,,,,Geelong,Z Guthrie
unmapped_player,,,,,,Geelong,T Stewart
unmapped_player,,,,,,Geelong,L Humphries
unmapped_player,,,,,,Richmond,R Mansell
unmapped_player,,,,,,Richmond,T Lynch
unmapped_player,,,,,,Richmond,N Balta
unmapped_player,,,,,,Geelong,J Henry
unmapped_player,,,,,,Geelong,S De Koning
unmapped_player,,,,,,Geelong,C O'Sullivan
unmapped_player,,,,,,Richmond,T Nankervis
unmapped_player,,,,,,Richmond,T Taranto
unmapped_player,,,,,,Richmond,J Hopper
unmapped_player,,,,,,Geelong,R Stanley
unmapped_player,,,,,,Geelong,T Atkins
unmapped_player,,,,,,Geelong,B Smith
unmapped_player,,,,,,Geelong,M O'Connor
unmapped_player,,,,,,Geelong,J Bews
unmapped_player,,,,,,Geelong,J Martin
unmapped_player,,,,,,Geelong,O Mullin
unmapped_player,,,,,,Geelong,J Bowes
unmapped_player,,,,,,Geelong,M Knevitt
unmapped_player,,,,,,Geelong,J Clark
unmapped_player,,,,,,Geelong,T Clohesy
unmapped_player,,,,,,Geelong,J Bews
unmapped_player,,,,,,Geelong,S Neale
unmapped_player,,,,,,West Coast,N Long
unmapped_player,,,,,,West Coast,B Williams
unmapped_player,,,,,,West Coast,R Bazzo
unmapped_player,,,,,,West Coast,T Dewar
unmapped_player,,,,,,West Coast,J Newton
unmapped_player,,,,,,West Coast,J Petruccelle
unmapped_player,,,,,,West Coast,H Johnston
unmapped_player,,,,,,West Coast,J Williams
unmapped_player,,,,,,West Coast,T Dewar
unmapped_player,,,,,,West Coast,L Grego
unmapped_player,,,,,,West Coast,M Owies
unmapped_player,,,,,,West Coast,R Maric
unmapped_player,,,,,,West Coast,T Cole
unmapped_player,,,,,,West Coast,S Brock
unmapped_player,,,,,,West Coast,B Hough
unmapped_player,,,,,,Sydney,W Hayward
unmapped_player,,,,,,Sydney,J Buller
unmapped_player,,,,,,Sydney,T Papley
unmapped_player,,,,,,West Coast,L Grego
unmapped_player,,,,,,West Coast,R Ginbey
unmapped_player,,,,,,West Coast,L Baker
unmapped_player,,,,,,Sydney,J Lloyd
unmapped_player,,,,,,Sydney,H McLean
unmapped_player,,,,,,Sydney,J Jordon
unmapped_player,,,,,,West Coast,C Chesser
unmapped_player,,,,,,West Coast,T Kelly
unmapped_player,,,,,,West Coast,T McCarthy
unmapped_player,,,,,,Sydney,O Florent
unmapped_player,,,,,,Sydney,C Warner
unmapped_player,,,,,,Sydney,E Gulden
unmapped_player,,,,,,West Coast,E Hewett
unmapped_player,,,,,,West Coast,L Ryan
unmapped_player,,,,,,West Coast,H Davis
unmapped_player,,,,,,Sydney,D Rampe
unmapped_player,,,,,,Sydney,N Blakey
unmapped_player,,,,,,Sydney,S Wicks
unmapped_player,,,,,,West Coast,T Brockman
unmapped_player,,,,,,West Coast,J Shanahan
unmapped_player,,,,,,West Coast,J Cripps
unmapped_player,,,,,,Sydney,C Mills
unmapped_player,,,,,,Sydney,L Melican
unmapped_player,,,,,,Sydney,T McCartin
unmapped_player,,,,,,West Coast,M Flynn
unmapped_player,,,,,,West Coast,J Graham
unmapped_player,,,,,,West Coast,C Hall
unmapped_player,,,,,,Sydney,B Grundy
unmapped_player,,,,,,Sydney,I Heeney
unmapped_player,,,,,,Sydney,A Sheldrick
unmapped_player,,,,,,Sydney,H Cunningham
unmapped_player,,,,,,Sydney,B Campbell
unmapped_player,,,,,,Sydney,R Bice
unmapped_player,,,,,,Sydney,J Rowbottom
unmapped_player,,,,,,Sydney,C Warner
unmapped_player,,,,,,Sydney,P Ladhams
unmapped_player,,,,,,Sydney,M Roberts
unmapped_player,,,,,,Sydney,C Cleary
unmapped_player,,,,,,Sydney,B Grundy
unmapped_player,,,,,,Sydney,C Warner
unmapped_player,,,,,,Sydney,R Bice
unmapped_player,,,,,,Sydney,P Ladhams
unmapped_player,,,,,,Sydney,C Cleary
unmapped_player,,,,,,Sydney,J Dattoli
unmapped_player,,,,,,GWS,L Aleer
unmapped_player,,,,,,GWS,H Rowston
unmapped_player,,,,,,GWS,H Thomas
unmapped_player,,,,,,GWS,M Gruzewski
unmapped_player,,,,,,GWS,J Wehr
unmapped_player,,,,,,GWS,J Fonti
unmapped_player,,,,,,GWS,J Leake
unmapped_player,,,,,,GWS,T Bedford
unmapped_player,,,,,,GWS,B Daniels
unmapped_player,,,,,,GWS,J Buckley
unmapped_player,,,,,,GWS,J Leake
unmapped_player,,,,,,GWS,C Idun
unmapped_player,,,,,,GWS,S Taylor
unmapped_player,,,,,,GWS,H Himmelberg
unmapped_player,,,,,,St Kilda,J Higgins
unmapped_player,,,,,,St Kilda,I Keeler
unmapped_player,,,,,,St Kilda,C Sharman
unmapped_player,,,,,,GWS,L Whitfield
unmapped_player,,,,,,GWS,J Buckley
unmapped_player,,,,,,GWS,L Ash
unmapped_player,,,,,,St Kilda,M Hall
unmapped_player,,,,,,St Kilda,H Garcia
unmapped_player,,,,,,St Kilda,D Wilson
unmapped_player,,,,,,GWS,X O'Halloran
unmapped_player,,,,,,GWS,S Coniglio
unmapped_player,,,,,,GWS,R Angwin
unmapped_player,,,,,,St Kilda,M Wood
unmapped_player,,,,,,St Kilda,H Boxshall
unmapped_player,,,,,,St Kilda,B Hill
unmapped_player,,,,,,GWS,B Daniels
unmapped_player,,,,,,GWS,A Cadman
unmapped_player,,,,,,GWS,D Jones
unmapped_player,,,,,,St Kilda,L Stocker
unmapped_player,,,,,,St Kilda,N W-Milera
unmapped_player,,,,,,St Kilda,J Sinclair
unmapped_player,,,,,,GWS,T Greene
unmapped_player,,,,,,GWS,J Riccardi
unmapped_player,,,,,,GWS,C Brown
unmapped_player,,,,,,St Kilda,A Tauru
unmapped_player,,,,,,St Kilda,C Wilkie
unmapped_player,,,,,,St Kilda,A Caminiti
unmapped_player,,,,,,GWS,K Briggs
unmapped_player,,,,,,GWS,F Callaghan
unmapped_player,,,,,,GWS,T Green
unmapped_player,,,,,,St Kilda,R Marshall
unmapped_player,,,,,,St Kilda,J Steele
unmapped_player,,,,,,St Kilda,M Windhager
unmapped_player,,,,,,St Kilda,Z Jones
unmapped_player,,,,,,St Kilda,L Collard
unmapped_player,,,,,,St Kilda,T Travaglia
unmapped_player,,,,,,St Kilda,J Macrae
unmapped_player,,,,,,St Kilda,J Carroll
unmapped_player,,,,,,St Kilda,M Phillipou
unmapped_player,,,,,,St Kilda,A Dodson
unmapped_player,,,,,,St Kilda,L O'Connell
unmapped_player,,,,,,St Kilda,J Carroll
unmapped_player,,,,,,St Kilda,I Keeler
unmapped_player,,,,,,St Kilda,L O'Connell
unmapped_player,,,,,,Western Bulldogs,O Baker
unmapped_player,,,,,,Western Bulldogs,J Busslinger
unmapped_player,,,,,,Western Bulldogs,N Coffield
unmapped_player,,,,,,Western Bulldogs,J Croft
unmapped_player,,,,,,Western Bulldogs,A Jones
unmapped_player,,,,,,Western Bulldogs,L Jones
unmapped_player,,,,,,Western Bulldogs,L McNeil
unmapped_player,,,,,,Western Bulldogs,R Sanders
unmapped_player,,,,,,Western Bulldogs,L Jones
unmapped_player,,,,,,Western Bulldogs,N Coffield
unmapped_player,,,,,,Western Bulldogs,A Jones
unmapped_player,,,,,,Western Bulldogs,L Bramble
unmapped_player,,,,,,Western Bulldogs,J O'Donnell
unmapped_player,,,,,,Western Bulldogs,B Dale
unmapped_player,,,,,,Fremantle,L Jackson
unmapped_player,,,,,,Fremantle,J Treacy
unmapped_player,,,,,,Fremantle,M Frederick
unmapped_player,,,,,,Western Bulldogs,L Cleary
unmapped_player,,,,,,Western Bulldogs,R Lobb
unmapped_player,,,,,,Western Bulldogs,J Johannisen
unmapped_player,,,,,,Fremantle,S Switkowski
unmapped_player,,,,,,Fremantle,P Voss
unmapped_player,,,,,,Fremantle,S Bolton
unmapped_player,,,,,,Western Bulldogs,J Freijah
unmapped_player,,,,,,Western Bulldogs,E Richards
unmapped_player,,,,,,Western Bulldogs,B Williams
unmapped_player,,,,,,Fremantle,J O'Meara
unmapped_player,,,,,,Fremantle,H Young
unmapped_player,,,,,,Fremantle,C Wagner
unmapped_player,,,,,,Western Bulldogs,S Davidson
unmapped_player,,,,,,Western Bulldogs,A Naughton
unmapped_player,,,,,,Western Bulldogs,M Kennedy
unmapped_player,,,,,,Fremantle,H Chapman
unmapped_player,,,,,,Fremantle,K Worner
unmapped_player,,,,,,Fremantle,J Clark
unmapped_player,,,,,,Western Bulldogs,R Garcia
unmapped_player,,,,,,Western Bulldogs,S Darcy
unmapped_player,,,,,,Western Bulldogs,R West
unmapped_player,,,,,,Fremantle,L Ryan
unmapped_player,,,,,,Fremantle,B Cox
unmapped_player,,,,,,Fremantle,A Pearce
unmapped_player,,,,,,Western Bulldogs,T English
unmapped_player,,,,,,Western Bulldogs,M Bontempelli
unmapped_player,,,,,,Western Bulldogs,T Liberatore
unmapped_player,,,,,,Fremantle,S Darcy
unmapped_player,,,,,,Fremantle,C Serong
unmapped_player,,,,,,Fremantle,A Brayshaw
unmapped_player,,,,,,Fremantle,N Fyfe
unmapped_player,,,,,,Fremantle,M Reid
unmapped_player,,,,,,Fremantle,O McDonald
unmapped_player,,,,,,Fremantle,J Amiss
unmapped_player,,,,,,Fremantle,N Erasmus
unmapped_player,,,,,,Fremantle,N O'Driscoll
unmapped_player,,,,,,Fremantle,B Walker
unmapped_player,,,,,,Fremantle,B Banfield
unmapped_player,,,,,,Fremantle,O McDonald
unmapped_player,,,,,,Fremantle,H Young
unmapped_player,,,,,,Fremantle,B Walker
unmapped_player,,,,,,Brisbane,K Lohmann
unmapped_player,,,,,,Brisbane,L Ashcroft
unmapped_player,,,,,,Brisbane,L Beecken
unmapped_player,,,,,,Brisbane,S Marshall
unmapped_player,,,,,,Brisbane,T Gallop
unmapped_player,,,,,,Brisbane,J Tunstill
unmapped_player,,,,,,Brisbane,D Joyce
unmapped_player,,,,,,Brisbane,O McInerney
unmapped_player,,,,,,Brisbane,D Joyce
unmapped_player,,,,,,Brisbane,O McInerney
unmapped_player,,,,,,Brisbane,K Lohmann
unmapped_player,,,,,,Brisbane,J Tunstill
unmapped_player,,,,,,Brisbane,T Gallop
unmapped_player,,,,,,Brisbane,E Hipwood
unmapped_player,,,,,,Brisbane,J Berry
unmapped_player,,,,,,Brisbane,D Zorko
unmapped_player,,,,,,Brisbane,D Gardiner
unmapped_player,,,,,,Brisbane,R Lester
unmapped_player,,,,,,Hawthorn,J Gunston
unmapped_player,,,,,,Hawthorn,M Lewis
unmapped_player,,,,,,Hawthorn,C MacDonald
unmapped_player,,,,,,Brisbane,D Wilmot
unmapped_player,,,,,,Brisbane,H Andrews
unmapped_player,,,,,,Brisbane,B Starcevich
unmapped_player,,,,,,Hawthorn,M D'Ambrosio
unmapped_player,,,,,,Hawthorn,M Chol
unmapped_player,,,,,,Hawthorn,N Watson
unmapped_player,,,,,,Brisbane,J Fletcher
unmapped_player,,,,,,Brisbane,H McCluggage
unmapped_player,,,,,,Brisbane,B Reville
unmapped_player,,,,,,Hawthorn,K Amon
unmapped_player,,,,,,Hawthorn,J Worpel
unmapped_player,,,,,,Hawthorn,D Moore
unmapped_player,,,,,,Brisbane,C Cameron
unmapped_player,,,,,,Brisbane,S Day
unmapped_player,,,,,,Brisbane,Z Bailey
unmapped_player,,,,,,Hawthorn,J Impey
unmapped_player,,,,,,Hawthorn,J Sicily
unmapped_player,,,,,,Hawthorn,J Scrimshaw
unmapped_player,,,,,,Brisbane,C Rayner
unmapped_player,,,,,,Brisbane,L Morris
unmapped_player,,,,,,Brisbane,C Ah Chee
unmapped_player,,,,,,Hawthorn,J Battle
unmapped_player,,,,,,Hawthorn,T Barrass
unmapped_player,,,,,,Hawthorn,B Hardwick
unmapped_player,,,,,,Brisbane,D Fort
unmapped_player,,,,,,Brisbane,J Dunkley
unmapped_player,,,,,,Brisbane,W Ashcroft
unmapped_player,,,,,,Hawthorn,L Meek
unmapped_player,,,,,,Hawthorn,J Newcombe
unmapped_player,,,,,,Hawthorn,J Ward
unmapped_player,,,,,,Hawthorn,C Jiath
unmapped_player,,,,,,Hawthorn,C Nash
unmapped_player,,,,,,Hawthorn,J Ginnivan
unmapped_player,,,,,,Hawthorn,C Dear
unmapped_player,,,,,,Hawthorn,L Breust
unmapped_player,,,,,,Hawthorn,C Mackenzie
unmapped_player,,,,,,Hawthorn,S Butler
unmapped_player,,,,,,Hawthorn,N Reeves
unmapped_player,,,,,,Hawthorn,N Reeves
unmapped_player,,,,,,Hawthorn,S Butler
unmapped_player,,,,,,Hawthorn,C Mackenzie
