game_id,bookmaker,event_url,match_quality,found_at,notes,bookmaker_event_id,canonical_url,raw_url,discovered_at,mode
2025_ID37291,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/gold-coast-suns-v-essendon-9504866,38,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/gold-coast-suns-v-essendon-9504866,https://www.sportsbet.com.au/betting/australian-rules/afl/gold-coast-suns-v-essendon-9504866,2025-08-23T04:34:54.674405+00:00,upcoming
2025_ID37291,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2390935,75,browse,North Melbourne,2390935,https://pointsbet.com.au/sports/aussie-rules/AFL/2390935,https://pointsbet.com.au/sports/aussie-rules/AFL/2390935,2025-08-23T04:34:58.247091+00:00,upcoming
2025_ID37295,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/north-melbourne-v-adelaide-crows-9504815,50,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/north-melbourne-v-adelaide-crows-9504815,https://www.sportsbet.com.au/betting/australian-rules/afl/north-melbourne-v-adelaide-crows-9504815,2025-08-23T04:35:00.445340+00:00,upcoming
2025_ID37295,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2390935,100,browse,Adelaide,2390935,https://pointsbet.com.au/sports/aussie-rules/AFL/2390935,https://pointsbet.com.au/sports/aussie-rules/AFL/2390935,2025-08-23T04:35:04.161433+00:00,upcoming
2025_ID37289,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/north-melbourne-v-adelaide-crows-9504815,100,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/north-melbourne-v-adelaide-crows-9504815,https://www.sportsbet.com.au/betting/australian-rules/afl/north-melbourne-v-adelaide-crows-9504815,2025-08-23T04:35:06.639939+00:00,upcoming
2025_ID37289,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2390935,100,browse,North Melbourne,2390935,https://pointsbet.com.au/sports/aussie-rules/AFL/2390935,https://pointsbet.com.au/sports/aussie-rules/AFL/2390935,2025-08-23T04:35:09.991478+00:00,upcoming
2025_ID37292,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/richmond-v-geelong-cats-9504816,100,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/richmond-v-geelong-cats-9504816,https://www.sportsbet.com.au/betting/australian-rules/afl/richmond-v-geelong-cats-9504816,2025-08-23T04:35:12.396019+00:00,upcoming
2025_ID37292,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2390970,100,browse,Richmond,2390970,https://pointsbet.com.au/sports/aussie-rules/AFL/2390970,https://pointsbet.com.au/sports/aussie-rules/AFL/2390970,2025-08-23T04:35:15.733290+00:00,upcoming
2025_ID37296,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,100,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T04:35:18.182189+00:00,upcoming
2025_ID37296,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2391223,100,browse,West Coast,2391223,https://pointsbet.com.au/sports/aussie-rules/AFL/2391223,https://pointsbet.com.au/sports/aussie-rules/AFL/2391223,2025-08-23T04:35:21.350516+00:00,upcoming
