season,round,home,away,home_score,away_score,home_goals,home_behinds,away_goals,away_behinds,venue,start_time_utc,match_id_source,source_kind,raw_payload
2025,20,Hawthorn,Carlton,85,61,13,7,9,7,M.C.G.,2025-07-24 11:30:00+00:00,37257,squiggle,"{""timestr"": ""Full Time"", ""ascore"": 61, ""hteamid"": 10, ""agoals"": 9, ""unixtime"": 1753349400, ""tz"": ""+10:00"", ""venue"": ""M.C.G."", ""ateam"": ""Carlton"", ""updated"": ""2025-07-24 22:07:19"", ""year"": 2025, ""localtime"": ""2025-07-24 19:30:00"", ""abehinds"": 7, ""round"": 20, ""is_grand_final"": 0, ""date"": ""2025-07-24 19:30:00"", ""hbehinds"": 7, ""roundname"": ""Round 20"", ""hteam"": ""Hawthorn"", ""id"": 37257, ""winner"": ""Hawthorn"", ""hgoals"": 13, ""complete"": 100, ""ateamid"": 3, ""winnerteamid"": 10, ""hscore"": 85, ""is_final"": 0}"
2025,20,Essendon,Western Bulldogs,50,143,7,8,22,11,Docklands,2025-07-25 11:20:00+00:00,37255,squiggle,"{""hbehinds"": 8, ""date"": ""2025-07-25 19:20:00"", ""winner"": ""Western Bulldogs"", ""complete"": 100, ""hgoals"": 7, ""hscore"": 50, ""ateamid"": 18, ""winnerteamid"": 18, ""is_final"": 0, ""roundname"": ""Round 20"", ""hteam"": ""Essendon"", ""id"": 37255, ""unixtime"": 1753435200, ""tz"": ""+10:00"", ""venue"": ""Docklands"", ""ateam"": ""Western Bulldogs"", ""timestr"": ""Full Time"", ""hteamid"": 5, ""ascore"": 143, ""agoals"": 22, ""is_grand_final"": 0, ""updated"": ""2025-07-25 21:58:37"", ""localtime"": ""2025-07-25 19:20:00"", ""year"": 2025, ""abehinds"": 11, ""round"": 20}"
2025,20,Greater Western Sydney,Sydney,102,58,15,12,8,10,Sydney Showground,2025-07-25 11:50:00+00:00,37252,squiggle,"{""round"": 20, ""abehinds"": 10, ""localtime"": ""2025-07-25 19:50:00"", ""year"": 2025, ""updated"": ""2025-07-25 22:33:27"", ""is_grand_final"": 0, ""ascore"": 58, ""agoals"": 8, ""hteamid"": 9, ""timestr"": ""Full Time"", ""venue"": ""Sydney Showground"", ""ateam"": ""Sydney"", ""tz"": ""+10:00"", ""unixtime"": 1753437000, ""id"": 37252, ""hteam"": ""Greater Western Sydney"", ""roundname"": ""Round 20"", ""is_final"": 0, ""hgoals"": 15, ""ateamid"": 16, ""hscore"": 102, ""complete"": 100, ""winnerteamid"": 9, ""winner"": ""Greater Western Sydney"", ""date"": ""2025-07-25 19:50:00"", ""hbehinds"": 12}"
2025,20,Gold Coast,Brisbane Lions,130,64,20,10,9,10,Carrara,2025-07-26 05:20:00+00:00,37258,squiggle,"{""is_final"": 0, ""hgoals"": 20, ""ateamid"": 2, ""hscore"": 130, ""complete"": 100, ""winnerteamid"": 8, ""winner"": ""Gold Coast"", ""id"": 37258, ""hteam"": ""Gold Coast"", ""roundname"": ""Round 20"", ""hbehinds"": 10, ""date"": ""2025-07-26 13:20:00"", ""is_grand_final"": 0, ""round"": 20, ""abehinds"": 10, ""localtime"": ""2025-07-26 13:20:00"", ""year"": 2025, ""updated"": ""2025-07-26 16:05:12"", ""ateam"": ""Brisbane Lions"", ""venue"": ""Carrara"", ""tz"": ""+10:00"", ""unixtime"": 1753500000, ""agoals"": 9, ""ascore"": 64, ""hteamid"": 8, ""timestr"": ""Full Time""}"
2025,20,Fremantle,West Coast,126,77,18,18,12,5,Perth Stadium,2025-07-26 08:15:00+00:00,37260,squiggle,"{""date"": ""2025-07-26 16:15:00"", ""hbehinds"": 18, ""hteam"": ""Fremantle"", ""id"": 37260, ""roundname"": ""Round 20"", ""hgoals"": 18, ""complete"": 100, ""hscore"": 126, ""winnerteamid"": 6, ""ateamid"": 17, ""is_final"": 0, ""winner"": ""Fremantle"", ""hteamid"": 6, ""agoals"": 12, ""ascore"": 77, ""timestr"": ""Full Time"", ""tz"": ""+10:00"", ""unixtime"": 1753510500, ""venue"": ""Perth Stadium"", ""ateam"": ""West Coast"", ""abehinds"": 5, ""round"": 20, ""updated"": ""2025-07-26 18:58:07"", ""localtime"": ""2025-07-26 14:15:00"", ""year"": 2025, ""is_grand_final"": 0}"
2025,20,North Melbourne,Geelong,49,150,7,7,22,18,Docklands,2025-07-26 11:35:00+00:00,37253,squiggle,"{""hteamid"": 12, ""agoals"": 22, ""ascore"": 150, ""timestr"": ""Full Time"", ""tz"": ""+10:00"", ""unixtime"": 1753522500, ""ateam"": ""Geelong"", ""venue"": ""Docklands"", ""abehinds"": 18, ""round"": 20, ""updated"": ""2025-07-26 22:21:43"", ""year"": 2025, ""localtime"": ""2025-07-26 19:35:00"", ""is_grand_final"": 0, ""date"": ""2025-07-26 19:35:00"", ""hbehinds"": 7, ""hteam"": ""North Melbourne"", ""id"": 37253, ""roundname"": ""Round 20"", ""hgoals"": 7, ""hscore"": 49, ""complete"": 100, ""ateamid"": 7, ""winnerteamid"": 7, ""is_final"": 0, ""winner"": ""Geelong""}"
2025,20,Adelaide,Port Adelaide,133,35,20,13,5,5,Adelaide Oval,2025-07-26 12:10:00+00:00,37259,squiggle,"{""hgoals"": 20, ""complete"": 100, ""hscore"": 133, ""ateamid"": 13, ""winnerteamid"": 1, ""is_final"": 0, ""winner"": ""Adelaide"", ""hteam"": ""Adelaide"", ""id"": 37259, ""roundname"": ""Round 20"", ""hbehinds"": 13, ""date"": ""2025-07-26 20:10:00"", ""is_grand_final"": 0, ""abehinds"": 5, ""round"": 20, ""updated"": ""2025-07-26 22:55:27"", ""year"": 2025, ""localtime"": ""2025-07-26 19:40:00"", ""unixtime"": 1753524600, ""tz"": ""+10:00"", ""ateam"": ""Port Adelaide"", ""venue"": ""Adelaide Oval"", ""agoals"": 5, ""ascore"": 35, ""hteamid"": 1, ""timestr"": ""Full Time""}"
2025,20,Richmond,Collingwood,57,93,8,9,13,15,M.C.G.,2025-07-27 06:10:00+00:00,37256,squiggle,"{""complete"": 100, ""hscore"": 57, ""hgoals"": 8, ""winnerteamid"": 4, ""ateamid"": 4, ""is_final"": 0, ""winner"": ""Collingwood"", ""hteam"": ""Richmond"", ""id"": 37256, ""roundname"": ""Round 20"", ""hbehinds"": 9, ""date"": ""2025-07-27 14:10:00"", ""is_grand_final"": 0, ""abehinds"": 15, ""round"": 20, ""updated"": ""2025-07-27 16:41:26"", ""localtime"": ""2025-07-27 14:10:00"", ""year"": 2025, ""unixtime"": 1753589400, ""tz"": ""+10:00"", ""venue"": ""M.C.G."", ""ateam"": ""Collingwood"", ""ascore"": 93, ""agoals"": 13, ""hteamid"": 14, ""timestr"": ""Full Time""}"
2025,20,St Kilda,Melbourne,96,90,15,6,13,12,Docklands,2025-07-27 07:15:00+00:00,37254,squiggle,"{""complete"": 100, ""hgoals"": 15, ""winnerteamid"": 15, ""ateamid"": 11, ""hscore"": 96, ""is_final"": 0, ""winner"": ""St Kilda"", ""hteam"": ""St Kilda"", ""id"": 37254, ""roundname"": ""Round 20"", ""hbehinds"": 6, ""date"": ""2025-07-27 15:15:00"", ""is_grand_final"": 0, ""abehinds"": 12, ""round"": 20, ""updated"": ""2025-07-27 17:56:33"", ""year"": 2025, ""localtime"": ""2025-07-27 15:15:00"", ""unixtime"": 1753593300, ""tz"": ""+10:00"", ""venue"": ""Docklands"", ""ateam"": ""Melbourne"", ""hteamid"": 15, ""agoals"": 13, ""ascore"": 90, ""timestr"": ""Full Time""}"
