ts,source,season,round,date_local,home_team,away_team,venue,market_code,odds_type,selection_name,price_decimal,line
2025-08-23T11:55:33.388622,github_whitesgsw,,,2009-07-12,Hawthorn,North Melbourne,UTAS Stadium,h2h,closing,away,2.5,
2025-08-23T11:55:33.388622,github_whitesgsw,,,2009-07-12,Hawthorn,North Melbourne,UTAS Stadium,h2h,closing,home,1.5,
2025-08-23T11:55:33.388622,github_whitesgsw,,,2009-07-12,Melbourne,Port Adelaide,MCG,h2h,closing,away,1.38,
2025-08-23T11:55:33.388622,github_whitesgsw,,,2009-07-12,Melbourne,Port Adelaide,MCG,h2h,closing,home,2.89,
2025-08-23T11:55:33.388622,github_whitesgsw,,,2009-07-12,West Coast,St Kilda,Domain Stadium,h2h,closing,away,1.17,
2025-08-23T11:55:33.388622,github_whitesgsw,,,2009-07-12,West Coast,St Kilda,Domain Stadium,h2h,closing,home,4.7,
2025-08-23T11:55:33.387615,github_whitesgsw,,,2009-07-17,Essendon,Western Bulldogs,Marvel Stadium,h2h,closing,away,1.36,
2025-08-23T11:55:33.387615,github_whitesgsw,,,2009-07-17,Essendon,Western Bulldogs,Marvel Stadium,h2h,closing,home,3.1,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-18,Carlton,Sydney,Marvel Stadium,h2h,closing,away,3.91,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-18,Carlton,Sydney,Marvel Stadium,h2h,closing,home,1.23,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-18,Collingwood,Hawthorn,MCG,h2h,closing,away,2.9,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-18,Collingwood,Hawthorn,MCG,h2h,closing,home,1.38,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-18,Fremantle,Brisbane,Domain Stadium,h2h,closing,away,1.34,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-18,Fremantle,Brisbane,Domain Stadium,h2h,closing,home,3.14,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-18,Geelong,Melbourne,GMHBA Stadium,h2h,closing,away,10.25,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-18,Geelong,Melbourne,GMHBA Stadium,h2h,closing,home,1.04,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-19,Port Adelaide,West Coast,AAMI Stadium,h2h,closing,away,4.85,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-19,Port Adelaide,West Coast,AAMI Stadium,h2h,closing,home,1.16,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-19,Richmond,North Melbourne,MCG,h2h,closing,away,1.79,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-19,Richmond,North Melbourne,MCG,h2h,closing,home,1.93,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-19,St Kilda,Adelaide,Marvel Stadium,h2h,closing,away,3.15,
2025-08-23T11:55:33.379262,github_whitesgsw,,,2009-07-19,St Kilda,Adelaide,Marvel Stadium,h2h,closing,home,1.34,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-24,Carlton,Collingwood,MCG,h2h,closing,away,1.76,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-24,Carlton,Collingwood,MCG,h2h,closing,home,1.95,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-25,Brisbane,North Melbourne,Gabba,h2h,closing,away,5.03,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-25,Brisbane,North Melbourne,Gabba,h2h,closing,home,1.15,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-25,Fremantle,West Coast,Domain Stadium,h2h,closing,away,2.14,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-25,Fremantle,West Coast,Domain Stadium,h2h,closing,home,1.66,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-25,Geelong,Hawthorn,MCG,h2h,closing,away,2.95,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-25,Geelong,Hawthorn,MCG,h2h,closing,home,1.39,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-25,St Kilda,Western Bulldogs,Marvel Stadium,h2h,closing,away,2.44,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-25,St Kilda,Western Bulldogs,Marvel Stadium,h2h,closing,home,1.51,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-07-26,Adelaide,Port Adelaide,AAMI Stadium,h2h,closing,away,2.4,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-07-26,Adelaide,Port Adelaide,AAMI Stadium,h2h,closing,home,1.53,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-26,Essendon,Richmond,MCG,h2h,closing,away,3.62,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-26,Essendon,Richmond,MCG,h2h,closing,home,1.28,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-26,Melbourne,Sydney,Manuka Oval,h2h,closing,away,1.33,
2025-08-23T11:55:33.370791,github_whitesgsw,,,2009-07-26,Melbourne,Sydney,Manuka Oval,h2h,closing,home,3.23,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-07-31,North Melbourne,Carlton,Marvel Stadium,h2h,closing,away,1.3,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-07-31,North Melbourne,Carlton,Marvel Stadium,h2h,closing,home,3.38,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-08-01,Collingwood,Brisbane,MCG,h2h,closing,away,3.06,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-08-01,Collingwood,Brisbane,MCG,h2h,closing,home,1.37,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-08-01,Geelong,Adelaide,GMHBA Stadium,h2h,closing,away,3.7,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-08-01,Geelong,Adelaide,GMHBA Stadium,h2h,closing,home,1.25,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-08-01,Sydney,St Kilda,SCG,h2h,closing,away,1.13,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-08-01,Sydney,St Kilda,SCG,h2h,closing,home,5.43,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-08-01,Western Bulldogs,Fremantle,Marvel Stadium,h2h,closing,away,10.88,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-08-01,Western Bulldogs,Fremantle,Marvel Stadium,h2h,closing,home,1.04,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-08-02,Melbourne,Richmond,MCG,h2h,closing,away,1.26,
2025-08-23T11:55:33.362669,github_whitesgsw,,,2009-08-02,Melbourne,Richmond,MCG,h2h,closing,home,3.7,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-02,Port Adelaide,Hawthorn,AAMI Stadium,h2h,closing,away,1.45,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-02,Port Adelaide,Hawthorn,AAMI Stadium,h2h,closing,home,2.63,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-02,West Coast,Essendon,Domain Stadium,h2h,closing,away,1.41,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-02,West Coast,Essendon,Domain Stadium,h2h,closing,home,2.79,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-07,Carlton,Geelong,MCG,h2h,closing,away,1.35,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-07,Carlton,Geelong,MCG,h2h,closing,home,3.15,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-08,Adelaide,Collingwood,AAMI Stadium,h2h,closing,away,1.87,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-08,Adelaide,Collingwood,AAMI Stadium,h2h,closing,home,1.84,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-08,Essendon,Brisbane,MCG,h2h,closing,away,1.54,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-08,Essendon,Brisbane,MCG,h2h,closing,home,2.4,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-08,Hawthorn,St Kilda,UTAS Stadium,h2h,closing,away,2.45,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-08,Hawthorn,St Kilda,UTAS Stadium,h2h,closing,home,1.52,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-08,Western Bulldogs,West Coast,Marvel Stadium,h2h,closing,away,8.38,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-08,Western Bulldogs,West Coast,Marvel Stadium,h2h,closing,home,1.06,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-09,Fremantle,Port Adelaide,Domain Stadium,h2h,closing,away,1.5,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-09,Fremantle,Port Adelaide,Domain Stadium,h2h,closing,home,2.48,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-09,North Melbourne,Melbourne,Marvel Stadium,h2h,closing,away,3.17,
2025-08-23T11:55:33.354154,github_whitesgsw,,,2009-08-09,North Melbourne,Melbourne,Marvel Stadium,h2h,closing,home,1.34,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-09,Richmond,Sydney,MCG,h2h,closing,away,1.92,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-09,Richmond,Sydney,MCG,h2h,closing,home,1.79,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-14,Hawthorn,Adelaide,MCG,h2h,closing,away,1.67,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-14,Hawthorn,Adelaide,MCG,h2h,closing,home,2.14,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-15,Brisbane,Western Bulldogs,Gabba,h2h,closing,away,1.98,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-15,Brisbane,Western Bulldogs,Gabba,h2h,closing,home,1.75,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-15,Richmond,Collingwood,MCG,h2h,closing,away,1.1,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-15,Richmond,Collingwood,MCG,h2h,closing,home,6.44,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-15,Sydney,Geelong,Accor Stadium,h2h,closing,away,1.45,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-15,Sydney,Geelong,Accor Stadium,h2h,closing,home,2.61,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-15,West Coast,North Melbourne,Domain Stadium,h2h,closing,away,2.93,
2025-08-23T11:55:33.346416,github_whitesgsw,,,2009-08-15,West Coast,North Melbourne,Domain Stadium,h2h,closing,home,1.37,
2025-08-23T11:55:33.337453,github_whitesgsw,,,2009-08-16,Essendon,St Kilda,Marvel Stadium,h2h,closing,away,1.13,
2025-08-23T11:55:33.337453,github_whitesgsw,,,2009-08-16,Essendon,St Kilda,Marvel Stadium,h2h,closing,home,5.5,
2025-08-23T11:55:33.337453,github_whitesgsw,,,2009-08-16,Melbourne,Fremantle,MCG,h2h,closing,away,1.63,
2025-08-23T11:55:33.337453,github_whitesgsw,,,2009-08-16,Melbourne,Fremantle,MCG,h2h,closing,home,2.18,
2025-08-23T11:55:33.337453,github_whitesgsw,,,2009-08-16,Port Adelaide,Carlton,AAMI Stadium,h2h,closing,away,1.8,
2025-08-23T11:55:33.337453,github_whitesgsw,,,2009-08-16,Port Adelaide,Carlton,AAMI Stadium,h2h,closing,home,1.91,
2025-08-23T11:55:33.337453,github_whitesgsw,,,2009-08-21,Western Bulldogs,Geelong,Marvel Stadium,h2h,closing,away,1.61,
2025-08-23T11:55:33.337453,github_whitesgsw,,,2009-08-21,Western Bulldogs,Geelong,Marvel Stadium,h2h,closing,home,2.24,
2025-08-23T11:55:33.337453,github_whitesgsw,,,2009-08-22,Adelaide,West Coast,AAMI Stadium,h2h,closing,away,4.9,
2025-08-23T11:55:33.337453,github_whitesgsw,,,2009-08-22,Adelaide,West Coast,AAMI Stadium,h2h,closing,home,1.16,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-22,Brisbane,Port Adelaide,Gabba,h2h,closing,away,4.6,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-22,Brisbane,Port Adelaide,Gabba,h2h,closing,home,1.18,
2025-08-23T11:55:33.337453,github_whitesgsw,,,2009-08-22,Carlton,Melbourne,Marvel Stadium,h2h,closing,away,7.63,
2025-08-23T11:55:33.337453,github_whitesgsw,,,2009-08-22,Carlton,Melbourne,Marvel Stadium,h2h,closing,home,1.07,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-22,Richmond,Hawthorn,MCG,h2h,closing,away,1.36,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-22,Richmond,Hawthorn,MCG,h2h,closing,home,3.03,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-23,Collingwood,Sydney,MCG,h2h,closing,away,4.36,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-23,Collingwood,Sydney,MCG,h2h,closing,home,1.2,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-23,Fremantle,Essendon,Domain Stadium,h2h,closing,away,1.87,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-23,Fremantle,Essendon,Domain Stadium,h2h,closing,home,1.84,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-23,St Kilda,North Melbourne,Marvel Stadium,h2h,closing,away,8.6,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-23,St Kilda,North Melbourne,Marvel Stadium,h2h,closing,home,1.06,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-28,West Coast,Richmond,Domain Stadium,h2h,closing,away,4.27,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-28,West Coast,Richmond,Domain Stadium,h2h,closing,home,1.21,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-08-29,Carlton,Adelaide,Marvel Stadium,h2h,closing,away,1.93,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-08-29,Carlton,Adelaide,Marvel Stadium,h2h,closing,home,1.81,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-29,Geelong,Fremantle,GMHBA Stadium,h2h,closing,away,9.0,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-29,Geelong,Fremantle,GMHBA Stadium,h2h,closing,home,1.05,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-29,Hawthorn,Essendon,MCG,h2h,closing,away,1.71,
2025-08-23T11:55:33.329342,github_whitesgsw,,,2009-08-29,Hawthorn,Essendon,MCG,h2h,closing,home,2.03,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-08-29,Port Adelaide,North Melbourne,AAMI Stadium,h2h,closing,away,2.94,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-08-29,Port Adelaide,North Melbourne,AAMI Stadium,h2h,closing,home,1.38,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-08-29,Sydney,Brisbane,SCG,h2h,closing,away,2.12,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-08-29,Sydney,Brisbane,SCG,h2h,closing,home,1.67,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-08-30,Collingwood,Western Bulldogs,Marvel Stadium,h2h,closing,away,2.08,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-08-30,Collingwood,Western Bulldogs,Marvel Stadium,h2h,closing,home,1.71,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-08-30,Melbourne,St Kilda,MCG,h2h,closing,away,1.02,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-08-30,Melbourne,St Kilda,MCG,h2h,closing,home,12.0,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-09-04,Adelaide,Essendon,AAMI Stadium,h2h,closing,away,6.5,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-09-04,Adelaide,Essendon,AAMI Stadium,h2h,closing,home,1.1,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-09-05,Brisbane,Carlton,Gabba,h2h,closing,away,1.86,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-09-05,Brisbane,Carlton,Gabba,h2h,closing,home,1.87,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-09-05,Geelong,Western Bulldogs,MCG,h2h,closing,away,1.93,
2025-08-23T11:55:33.320752,github_whitesgsw,,,2009-09-05,Geelong,Western Bulldogs,MCG,h2h,closing,home,1.83,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2009-09-06,St Kilda,Collingwood,MCG,h2h,closing,away,2.25,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2009-09-06,St Kilda,Collingwood,MCG,h2h,closing,home,1.6,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2009-09-11,Western Bulldogs,Brisbane,MCG,h2h,closing,away,3.7,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2009-09-11,Western Bulldogs,Brisbane,MCG,h2h,closing,home,1.26,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2009-09-12,Collingwood,Adelaide,MCG,h2h,closing,away,1.66,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2009-09-12,Collingwood,Adelaide,MCG,h2h,closing,home,2.18,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2009-09-18,St Kilda,Western Bulldogs,MCG,h2h,closing,away,3.05,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2009-09-18,St Kilda,Western Bulldogs,MCG,h2h,closing,home,1.36,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2009-09-19,Geelong,Collingwood,MCG,h2h,closing,away,3.18,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2009-09-19,Geelong,Collingwood,MCG,h2h,closing,home,1.34,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2009-09-26,St Kilda,Geelong,MCG,h2h,closing,away,1.63,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2009-09-26,St Kilda,Geelong,MCG,h2h,closing,home,2.2,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2010-03-25,Richmond,Carlton,MCG,h2h,closing,away,1.42,
2025-08-23T11:55:33.312477,github_whitesgsw,,,2010-03-25,Richmond,Carlton,MCG,h2h,closing,home,2.88,
2025-08-23T11:55:33.308049,github_whitesgsw,,,2010-03-26,Geelong,Essendon,MCG,h2h,closing,away,4.28,
2025-08-23T11:55:33.308049,github_whitesgsw,,,2010-03-26,Geelong,Essendon,MCG,h2h,closing,home,1.21,
2025-08-23T11:55:33.308049,github_whitesgsw,,,2010-03-27,Brisbane,West Coast,Gabba,h2h,closing,away,3.63,
2025-08-23T11:55:33.308049,github_whitesgsw,,,2010-03-27,Brisbane,West Coast,Gabba,h2h,closing,home,1.28,
2025-08-23T11:55:33.308049,github_whitesgsw,,,2010-03-27,Melbourne,Hawthorn,MCG,h2h,closing,away,1.2,
2025-08-23T11:55:33.308049,github_whitesgsw,,,2010-03-27,Melbourne,Hawthorn,MCG,h2h,closing,home,4.42,
2025-08-23T11:55:33.308049,github_whitesgsw,,,2010-03-27,Sydney,St Kilda,Accor Stadium,h2h,closing,away,1.53,
2025-08-23T11:55:33.308049,github_whitesgsw,,,2010-03-27,Sydney,St Kilda,Accor Stadium,h2h,closing,home,2.44,
2025-08-23T11:55:33.304522,github_whitesgsw,,,2010-03-28,Fremantle,Adelaide,Domain Stadium,h2h,closing,away,1.8,
2025-08-23T11:55:33.304522,github_whitesgsw,,,2010-03-28,Fremantle,Adelaide,Domain Stadium,h2h,closing,home,1.94,
2025-08-23T11:55:33.304522,github_whitesgsw,,,2010-03-28,Port Adelaide,North Melbourne,AAMI Stadium,h2h,closing,away,2.83,
2025-08-23T11:55:33.304522,github_whitesgsw,,,2010-03-28,Port Adelaide,North Melbourne,AAMI Stadium,h2h,closing,home,1.41,
2025-08-23T11:55:33.304522,github_whitesgsw,,,2010-03-28,Western Bulldogs,Collingwood,Marvel Stadium,h2h,closing,away,2.25,
2025-08-23T11:55:33.304522,github_whitesgsw,,,2010-03-28,Western Bulldogs,Collingwood,Marvel Stadium,h2h,closing,home,1.62,
2025-08-23T11:55:33.304522,github_whitesgsw,,,2010-04-01,Brisbane,Carlton,Gabba,h2h,closing,away,3.45,
2025-08-23T11:55:33.304522,github_whitesgsw,,,2010-04-01,Brisbane,Carlton,Gabba,h2h,closing,home,1.32,
2025-08-23T11:55:33.304522,github_whitesgsw,,,2010-04-03,Collingwood,Melbourne,MCG,h2h,closing,away,10.33,
2025-08-23T11:55:33.304522,github_whitesgsw,,,2010-04-03,Collingwood,Melbourne,MCG,h2h,closing,home,1.05,
2025-08-23T11:55:33.303048,github_whitesgsw,,,2010-04-03,St Kilda,North Melbourne,Marvel Stadium,h2h,closing,away,5.58,
2025-08-23T11:55:33.303048,github_whitesgsw,,,2010-04-03,St Kilda,North Melbourne,Marvel Stadium,h2h,closing,home,1.13,
2025-08-23T11:55:33.304522,github_whitesgsw,,,2010-04-03,West Coast,Port Adelaide,Domain Stadium,h2h,closing,away,2.31,
2025-08-23T11:55:33.304522,github_whitesgsw,,,2010-04-03,West Coast,Port Adelaide,Domain Stadium,h2h,closing,home,1.58,
