ts,source,season,round,date_local,home_team,away_team,venue,market_code,odds_type,selection_name,price_decimal,line
2025-08-23T11:55:32.807109,github_whitesgsw,,,2012-04-21,Collingwood,Port Adelaide,Marvel Stadium,h2h,closing,away,4.1,
2025-08-23T11:55:32.807109,github_whitesgsw,,,2012-04-21,Collingwood,Port Adelaide,Marvel Stadium,h2h,closing,home,1.22,
2025-08-23T11:55:32.799311,github_whitesgsw,,,2012-04-21,West Coast,Hawthorn,Domain Stadium,h2h,closing,away,2.29,
2025-08-23T11:55:32.799311,github_whitesgsw,,,2012-04-21,West Coast,Hawthorn,Domain Stadium,h2h,closing,home,1.6,
2025-08-23T11:55:32.799311,github_whitesgsw,,,2012-04-22,Geelong,Richmond,GMHBA Stadium,h2h,closing,away,5.19,
2025-08-23T11:55:32.799311,github_whitesgsw,,,2012-04-22,Geelong,Richmond,GMHBA Stadium,h2h,closing,home,1.15,
2025-08-23T11:55:32.799311,github_whitesgsw,,,2012-04-22,Melbourne,Western Bulldogs,MCG,h2h,closing,away,1.37,
2025-08-23T11:55:32.799311,github_whitesgsw,,,2012-04-22,Melbourne,Western Bulldogs,MCG,h2h,closing,home,2.99,
2025-08-23T11:55:32.799311,github_whitesgsw,,,2012-04-22,Sydney,North Melbourne,SCG,h2h,closing,away,1.86,
2025-08-23T11:55:32.799311,github_whitesgsw,,,2012-04-22,Sydney,North Melbourne,SCG,h2h,closing,home,1.88,
2025-08-23T11:55:32.799311,github_whitesgsw,,,2012-04-25,Collingwood,Essendon,MCG,h2h,closing,away,2.15,
2025-08-23T11:55:32.799311,github_whitesgsw,,,2012-04-25,Collingwood,Essendon,MCG,h2h,closing,home,1.68,
2025-08-23T11:55:32.799311,github_whitesgsw,,,2012-04-27,Fremantle,Carlton,Domain Stadium,h2h,closing,away,1.66,
2025-08-23T11:55:32.799311,github_whitesgsw,,,2012-04-27,Fremantle,Carlton,Domain Stadium,h2h,closing,home,2.18,
2025-08-23T11:55:32.792798,github_whitesgsw,,,2012-04-28,Brisbane,Geelong,Gabba,h2h,closing,away,1.28,
2025-08-23T11:55:32.792798,github_whitesgsw,,,2012-04-28,Brisbane,Geelong,Gabba,h2h,closing,home,3.61,
2025-08-23T11:55:32.796955,github_whitesgsw,,,2012-04-28,GWS Giants,Western Bulldogs,Manuka Oval,h2h,closing,away,1.03,
2025-08-23T11:55:32.796955,github_whitesgsw,,,2012-04-28,GWS Giants,Western Bulldogs,Manuka Oval,h2h,closing,home,11.93,
2025-08-23T11:55:32.794943,github_whitesgsw,,,2012-04-28,Melbourne,St Kilda,MCG,h2h,closing,away,1.1,
2025-08-23T11:55:32.794943,github_whitesgsw,,,2012-04-28,Melbourne,St Kilda,MCG,h2h,closing,home,6.64,
2025-08-23T11:55:32.796955,github_whitesgsw,,,2012-04-28,North Melbourne,Gold Coast,Marvel Stadium,h2h,closing,away,15.53,
2025-08-23T11:55:32.796955,github_whitesgsw,,,2012-04-28,North Melbourne,Gold Coast,Marvel Stadium,h2h,closing,home,1.01,
2025-08-23T11:55:32.790793,github_whitesgsw,,,2012-04-29,Adelaide,Port Adelaide,AAMI Stadium,h2h,closing,away,2.53,
2025-08-23T11:55:32.790793,github_whitesgsw,,,2012-04-29,Adelaide,Port Adelaide,AAMI Stadium,h2h,closing,home,1.51,
2025-08-23T11:55:32.792798,github_whitesgsw,,,2012-04-29,Hawthorn,Sydney,UTAS Stadium,h2h,closing,away,3.38,
2025-08-23T11:55:32.792798,github_whitesgsw,,,2012-04-29,Hawthorn,Sydney,UTAS Stadium,h2h,closing,home,1.31,
2025-08-23T11:55:32.790793,github_whitesgsw,,,2012-04-29,Richmond,West Coast,Marvel Stadium,h2h,closing,away,1.35,
2025-08-23T11:55:32.790793,github_whitesgsw,,,2012-04-29,Richmond,West Coast,Marvel Stadium,h2h,closing,home,3.13,
2025-08-23T11:55:32.788260,github_whitesgsw,,,2012-05-04,Western Bulldogs,Collingwood,Marvel Stadium,h2h,closing,away,1.1,
2025-08-23T11:55:32.788260,github_whitesgsw,,,2012-05-04,Western Bulldogs,Collingwood,Marvel Stadium,h2h,closing,home,6.83,
2025-08-23T11:55:32.788260,github_whitesgsw,,,2012-05-05,Essendon,Brisbane,Marvel Stadium,h2h,closing,away,5.48,
2025-08-23T11:55:32.788260,github_whitesgsw,,,2012-05-05,Essendon,Brisbane,Marvel Stadium,h2h,closing,home,1.15,
2025-08-23T11:55:32.788260,github_whitesgsw,,,2012-05-05,Geelong,Melbourne,GMHBA Stadium,h2h,closing,away,11.68,
2025-08-23T11:55:32.788260,github_whitesgsw,,,2012-05-05,Geelong,Melbourne,GMHBA Stadium,h2h,closing,home,1.03,
2025-08-23T11:55:32.782360,github_whitesgsw,,,2012-05-05,Gold Coast,Fremantle,People First Stadium,h2h,closing,away,1.11,
2025-08-23T11:55:32.782360,github_whitesgsw,,,2012-05-05,Gold Coast,Fremantle,People First Stadium,h2h,closing,home,6.45,
2025-08-23T11:55:32.782360,github_whitesgsw,,,2012-05-05,St Kilda,Hawthorn,SCG,h2h,closing,away,1.28,
2025-08-23T11:55:32.782360,github_whitesgsw,,,2012-05-05,St Kilda,Hawthorn,SCG,h2h,closing,home,3.6,
2025-08-23T11:55:32.782360,github_whitesgsw,,,2012-05-05,Sydney,Adelaide,MCG,h2h,closing,away,3.82,
2025-08-23T11:55:32.782360,github_whitesgsw,,,2012-05-05,Sydney,Adelaide,MCG,h2h,closing,home,1.26,
2025-08-23T11:55:32.782360,github_whitesgsw,,,2012-05-06,Carlton,GWS Giants,Marvel Stadium,h2h,closing,away,23.67,
2025-08-23T11:55:32.782360,github_whitesgsw,,,2012-05-06,Carlton,GWS Giants,Marvel Stadium,h2h,closing,home,1.01,
2025-08-23T11:55:32.782360,github_whitesgsw,,,2012-05-06,Port Adelaide,Richmond,AAMI Stadium,h2h,closing,away,1.66,
2025-08-23T11:55:32.782360,github_whitesgsw,,,2012-05-06,Port Adelaide,Richmond,AAMI Stadium,h2h,closing,home,2.19,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-06,West Coast,North Melbourne,Domain Stadium,h2h,closing,away,3.61,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-06,West Coast,North Melbourne,Domain Stadium,h2h,closing,home,1.28,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-11,Melbourne,Hawthorn,MCG,h2h,closing,away,1.03,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-11,Melbourne,Hawthorn,MCG,h2h,closing,home,11.5,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-12,Adelaide,Geelong,AAMI Stadium,h2h,closing,away,1.76,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-12,Adelaide,Geelong,AAMI Stadium,h2h,closing,home,2.04,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-12,Brisbane,Collingwood,Gabba,h2h,closing,away,1.17,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-12,Brisbane,Collingwood,Gabba,h2h,closing,home,4.9,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-12,Essendon,West Coast,Marvel Stadium,h2h,closing,away,2.37,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-12,Essendon,West Coast,Marvel Stadium,h2h,closing,home,1.57,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-12,GWS Giants,Gold Coast,Manuka Oval,h2h,closing,away,1.25,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-12,GWS Giants,Gold Coast,Manuka Oval,h2h,closing,home,3.95,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-12,Richmond,Sydney,MCG,h2h,closing,away,1.94,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-12,Richmond,Sydney,MCG,h2h,closing,home,1.82,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-13,Fremantle,Port Adelaide,Domain Stadium,h2h,closing,away,5.69,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-13,Fremantle,Port Adelaide,Domain Stadium,h2h,closing,home,1.14,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-13,North Melbourne,Western Bulldogs,Marvel Stadium,h2h,closing,away,3.39,
2025-08-23T11:55:32.773910,github_whitesgsw,,,2012-05-13,North Melbourne,Western Bulldogs,Marvel Stadium,h2h,closing,home,1.32,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-14,St Kilda,Carlton,Marvel Stadium,h2h,closing,away,1.24,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-14,St Kilda,Carlton,Marvel Stadium,h2h,closing,home,4.03,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-18,Collingwood,Geelong,MCG,h2h,closing,away,2.29,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-18,Collingwood,Geelong,MCG,h2h,closing,home,1.61,
2025-08-23T11:55:32.763608,github_whitesgsw,,,2012-05-19,Essendon,Richmond,MCG,h2h,closing,away,2.59,
2025-08-23T11:55:32.763608,github_whitesgsw,,,2012-05-19,Essendon,Richmond,MCG,h2h,closing,home,1.49,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-19,Hawthorn,Fremantle,UTAS Stadium,h2h,closing,away,4.61,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-19,Hawthorn,Fremantle,UTAS Stadium,h2h,closing,home,1.19,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-19,Port Adelaide,North Melbourne,AAMI Stadium,h2h,closing,away,1.47,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-19,Port Adelaide,North Melbourne,AAMI Stadium,h2h,closing,home,2.64,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-19,Sydney,Melbourne,SCG,h2h,closing,away,7.4,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-19,Sydney,Melbourne,SCG,h2h,closing,home,1.09,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-19,Western Bulldogs,Gold Coast,TIO Stadium,h2h,closing,away,5.48,
2025-08-23T11:55:32.765619,github_whitesgsw,,,2012-05-19,Western Bulldogs,Gold Coast,TIO Stadium,h2h,closing,home,1.14,
2025-08-23T11:55:32.763608,github_whitesgsw,,,2012-05-20,Brisbane,GWS Giants,Gabba,h2h,closing,away,5.54,
2025-08-23T11:55:32.763608,github_whitesgsw,,,2012-05-20,Brisbane,GWS Giants,Gabba,h2h,closing,home,1.15,
2025-08-23T11:55:32.761597,github_whitesgsw,,,2012-05-20,Carlton,Adelaide,Marvel Stadium,h2h,closing,away,2.85,
2025-08-23T11:55:32.761597,github_whitesgsw,,,2012-05-20,Carlton,Adelaide,Marvel Stadium,h2h,closing,home,1.41,
2025-08-23T11:55:32.761597,github_whitesgsw,,,2012-05-20,West Coast,St Kilda,Domain Stadium,h2h,closing,away,2.99,
2025-08-23T11:55:32.761597,github_whitesgsw,,,2012-05-20,West Coast,St Kilda,Domain Stadium,h2h,closing,home,1.38,
2025-08-23T11:55:32.757420,github_whitesgsw,,,2012-05-25,Western Bulldogs,Geelong,Marvel Stadium,h2h,closing,away,1.18,
2025-08-23T11:55:32.757420,github_whitesgsw,,,2012-05-25,Western Bulldogs,Geelong,Marvel Stadium,h2h,closing,home,4.78,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-05-26,Adelaide,Collingwood,AAMI Stadium,h2h,closing,away,2.68,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-05-26,Adelaide,Collingwood,AAMI Stadium,h2h,closing,home,1.46,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-05-26,GWS Giants,Essendon,ENGIE Stadium,h2h,closing,away,1.01,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-05-26,GWS Giants,Essendon,ENGIE Stadium,h2h,closing,home,17.14,
2025-08-23T11:55:32.757420,github_whitesgsw,,,2012-05-26,Gold Coast,Port Adelaide,People First Stadium,h2h,closing,away,1.5,
2025-08-23T11:55:32.757420,github_whitesgsw,,,2012-05-26,Gold Coast,Port Adelaide,People First Stadium,h2h,closing,home,2.55,
2025-08-23T11:55:32.757420,github_whitesgsw,,,2012-05-26,Richmond,Hawthorn,MCG,h2h,closing,away,1.28,
2025-08-23T11:55:32.757420,github_whitesgsw,,,2012-05-26,Richmond,Hawthorn,MCG,h2h,closing,home,3.61,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-05-26,St Kilda,Sydney,Marvel Stadium,h2h,closing,away,1.86,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-05-26,St Kilda,Sydney,Marvel Stadium,h2h,closing,home,1.89,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-05-27,Carlton,Melbourne,MCG,h2h,closing,away,10.33,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-05-27,Carlton,Melbourne,MCG,h2h,closing,home,1.04,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-05-27,North Melbourne,Brisbane,Marvel Stadium,h2h,closing,away,4.04,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-05-27,North Melbourne,Brisbane,Marvel Stadium,h2h,closing,home,1.24,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-05-27,West Coast,Fremantle,Domain Stadium,h2h,closing,away,3.12,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-05-27,West Coast,Fremantle,Domain Stadium,h2h,closing,home,1.35,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-06-01,St Kilda,Richmond,Marvel Stadium,h2h,closing,away,1.91,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-06-01,St Kilda,Richmond,Marvel Stadium,h2h,closing,home,1.85,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-02,Essendon,Melbourne,MCG,h2h,closing,away,10.88,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-02,Essendon,Melbourne,MCG,h2h,closing,home,1.04,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-02,Fremantle,Adelaide,Domain Stadium,h2h,closing,away,1.57,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-02,Fremantle,Adelaide,Domain Stadium,h2h,closing,home,2.37,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-06-02,Geelong,GWS Giants,GMHBA Stadium,h2h,closing,away,19.57,
2025-08-23T11:55:32.748951,github_whitesgsw,,,2012-06-02,Geelong,GWS Giants,GMHBA Stadium,h2h,closing,home,1.01,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-02,Hawthorn,North Melbourne,UTAS Stadium,h2h,closing,away,3.81,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-02,Hawthorn,North Melbourne,UTAS Stadium,h2h,closing,home,1.26,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-02,Port Adelaide,Carlton,AAMI Stadium,h2h,closing,away,1.36,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-02,Port Adelaide,Carlton,AAMI Stadium,h2h,closing,home,3.11,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-03,Brisbane,West Coast,Gabba,h2h,closing,away,1.19,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-03,Brisbane,West Coast,Gabba,h2h,closing,home,4.67,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-03,Collingwood,Gold Coast,MCG,h2h,closing,away,16.31,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-03,Collingwood,Gold Coast,MCG,h2h,closing,home,1.01,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-03,Sydney,Western Bulldogs,SCG,h2h,closing,away,3.59,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-03,Sydney,Western Bulldogs,SCG,h2h,closing,home,1.28,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-08,Carlton,Geelong,Marvel Stadium,h2h,closing,away,1.44,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-08,Carlton,Geelong,Marvel Stadium,h2h,closing,home,2.74,
2025-08-23T11:55:32.732080,github_whitesgsw,,,2012-06-09,Essendon,Sydney,Marvel Stadium,h2h,closing,away,2.55,
2025-08-23T11:55:32.732080,github_whitesgsw,,,2012-06-09,Essendon,Sydney,Marvel Stadium,h2h,closing,home,1.5,
2025-08-23T11:55:32.732080,github_whitesgsw,,,2012-06-09,Gold Coast,St Kilda,People First Stadium,h2h,closing,away,1.09,
2025-08-23T11:55:32.732080,github_whitesgsw,,,2012-06-09,Gold Coast,St Kilda,People First Stadium,h2h,closing,home,7.41,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-09,Richmond,Fremantle,MCG,h2h,closing,away,4.43,
2025-08-23T11:55:32.740406,github_whitesgsw,,,2012-06-09,Richmond,Fremantle,MCG,h2h,closing,home,1.2,
2025-08-23T11:55:32.732080,github_whitesgsw,,,2012-06-10,Port Adelaide,Hawthorn,AAMI Stadium,h2h,closing,away,1.25,
2025-08-23T11:55:32.732080,github_whitesgsw,,,2012-06-10,Port Adelaide,Hawthorn,AAMI Stadium,h2h,closing,home,3.95,
2025-08-23T11:55:32.732080,github_whitesgsw,,,2012-06-11,Melbourne,Collingwood,MCG,h2h,closing,away,1.06,
2025-08-23T11:55:32.732080,github_whitesgsw,,,2012-06-11,Melbourne,Collingwood,MCG,h2h,closing,home,8.9,
2025-08-23T11:55:32.732080,github_whitesgsw,,,2012-06-14,West Coast,Carlton,Domain Stadium,h2h,closing,away,3.66,
2025-08-23T11:55:32.732080,github_whitesgsw,,,2012-06-14,West Coast,Carlton,Domain Stadium,h2h,closing,home,1.28,
2025-08-23T11:55:32.732080,github_whitesgsw,,,2012-06-15,Adelaide,St Kilda,AAMI Stadium,h2h,closing,away,2.67,
2025-08-23T11:55:32.732080,github_whitesgsw,,,2012-06-15,Adelaide,St Kilda,AAMI Stadium,h2h,closing,home,1.47,
2025-08-23T11:55:32.730075,github_whitesgsw,,,2012-06-16,GWS Giants,Richmond,ENGIE Stadium,h2h,closing,away,1.04,
2025-08-23T11:55:32.730075,github_whitesgsw,,,2012-06-16,GWS Giants,Richmond,ENGIE Stadium,h2h,closing,home,10.93,
2025-08-23T11:55:32.730075,github_whitesgsw,,,2012-06-16,Gold Coast,North Melbourne,People First Stadium,h2h,closing,away,1.16,
2025-08-23T11:55:32.730075,github_whitesgsw,,,2012-06-16,Gold Coast,North Melbourne,People First Stadium,h2h,closing,home,5.21,
2025-08-23T11:55:32.728067,github_whitesgsw,,,2012-06-17,Hawthorn,Brisbane,MCG,h2h,closing,away,8.94,
2025-08-23T11:55:32.728067,github_whitesgsw,,,2012-06-17,Hawthorn,Brisbane,MCG,h2h,closing,home,1.06,
2025-08-23T11:55:32.728067,github_whitesgsw,,,2012-06-17,Western Bulldogs,Port Adelaide,Marvel Stadium,h2h,closing,away,2.77,
2025-08-23T11:55:32.728067,github_whitesgsw,,,2012-06-17,Western Bulldogs,Port Adelaide,Marvel Stadium,h2h,closing,home,1.45,
2025-08-23T11:55:32.724041,github_whitesgsw,,,2012-06-22,Sydney,Geelong,SCG,h2h,closing,away,2.3,
2025-08-23T11:55:32.724041,github_whitesgsw,,,2012-06-22,Sydney,Geelong,SCG,h2h,closing,home,1.6,
2025-08-23T11:55:32.724041,github_whitesgsw,,,2012-06-23,Collingwood,West Coast,MCG,h2h,closing,away,2.91,
2025-08-23T11:55:32.724041,github_whitesgsw,,,2012-06-23,Collingwood,West Coast,MCG,h2h,closing,home,1.4,
2025-08-23T11:55:32.724041,github_whitesgsw,,,2012-06-23,Fremantle,Essendon,Domain Stadium,h2h,closing,away,1.65,
2025-08-23T11:55:32.724041,github_whitesgsw,,,2012-06-23,Fremantle,Essendon,Domain Stadium,h2h,closing,home,2.2,
2025-08-23T11:55:32.724041,github_whitesgsw,,,2012-06-23,Western Bulldogs,Brisbane,Marvel Stadium,h2h,closing,away,3.09,
2025-08-23T11:55:32.724041,github_whitesgsw,,,2012-06-23,Western Bulldogs,Brisbane,Marvel Stadium,h2h,closing,home,1.36,
2025-08-23T11:55:32.715808,github_whitesgsw,,,2012-06-24,Melbourne,GWS Giants,MCG,h2h,closing,away,3.67,
2025-08-23T11:55:32.715808,github_whitesgsw,,,2012-06-24,Melbourne,GWS Giants,MCG,h2h,closing,home,1.28,
2025-08-23T11:55:32.715808,github_whitesgsw,,,2012-06-24,North Melbourne,Adelaide,Marvel Stadium,h2h,closing,away,1.35,
2025-08-23T11:55:32.715808,github_whitesgsw,,,2012-06-24,North Melbourne,Adelaide,Marvel Stadium,h2h,closing,home,3.12,
2025-08-23T11:55:32.715808,github_whitesgsw,,,2012-06-29,Carlton,Hawthorn,MCG,h2h,closing,away,1.3,
2025-08-23T11:55:32.715808,github_whitesgsw,,,2012-06-29,Carlton,Hawthorn,MCG,h2h,closing,home,3.43,
2025-08-23T11:55:32.715808,github_whitesgsw,,,2012-06-30,Adelaide,Richmond,AAMI Stadium,h2h,closing,away,2.88,
2025-08-23T11:55:32.715808,github_whitesgsw,,,2012-06-30,Adelaide,Richmond,AAMI Stadium,h2h,closing,home,1.4,
2025-08-23T11:55:32.715808,github_whitesgsw,,,2012-06-30,Collingwood,Fremantle,MCG,h2h,closing,away,7.11,
2025-08-23T11:55:32.715808,github_whitesgsw,,,2012-06-30,Collingwood,Fremantle,MCG,h2h,closing,home,1.1,
2025-08-23T11:55:32.709378,github_whitesgsw,,,2012-06-30,Essendon,Western Bulldogs,Marvel Stadium,h2h,closing,away,4.61,
2025-08-23T11:55:32.709378,github_whitesgsw,,,2012-06-30,Essendon,Western Bulldogs,Marvel Stadium,h2h,closing,home,1.19,
2025-08-23T11:55:32.709378,github_whitesgsw,,,2012-06-30,Sydney,GWS Giants,Accor Stadium,h2h,closing,away,19.94,
2025-08-23T11:55:32.709378,github_whitesgsw,,,2012-06-30,Sydney,GWS Giants,Accor Stadium,h2h,closing,home,1.01,
2025-08-23T11:55:32.709378,github_whitesgsw,,,2012-06-30,West Coast,Gold Coast,Domain Stadium,h2h,closing,away,19.42,
2025-08-23T11:55:32.709378,github_whitesgsw,,,2012-06-30,West Coast,Gold Coast,Domain Stadium,h2h,closing,home,1.01,
2025-08-23T11:55:32.707375,github_whitesgsw,,,2012-07-01,Brisbane,Melbourne,Gabba,h2h,closing,away,4.91,
2025-08-23T11:55:32.707375,github_whitesgsw,,,2012-07-01,Brisbane,Melbourne,Gabba,h2h,closing,home,1.18,
2025-08-23T11:55:32.707375,github_whitesgsw,,,2012-07-01,Geelong,Port Adelaide,GMHBA Stadium,h2h,closing,away,11.25,
2025-08-23T11:55:32.707375,github_whitesgsw,,,2012-07-01,Geelong,Port Adelaide,GMHBA Stadium,h2h,closing,home,1.04,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-01,St Kilda,North Melbourne,Marvel Stadium,h2h,closing,away,2.97,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-01,St Kilda,North Melbourne,Marvel Stadium,h2h,closing,home,1.38,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-06,Collingwood,Carlton,MCG,h2h,closing,away,4.46,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-06,Collingwood,Carlton,MCG,h2h,closing,home,1.2,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-07,Melbourne,Richmond,MCG,h2h,closing,away,1.18,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-07,Melbourne,Richmond,MCG,h2h,closing,home,4.72,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-07,North Melbourne,West Coast,Blundstone Arena,h2h,closing,away,1.46,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-07,North Melbourne,West Coast,Blundstone Arena,h2h,closing,home,2.67,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-07,Port Adelaide,Adelaide,AAMI Stadium,h2h,closing,away,1.27,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-07,Port Adelaide,Adelaide,AAMI Stadium,h2h,closing,home,3.73,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-07,St Kilda,Essendon,Marvel Stadium,h2h,closing,away,1.4,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-07,St Kilda,Essendon,Marvel Stadium,h2h,closing,home,2.93,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-07,Sydney,Brisbane,SCG,h2h,closing,away,5.05,
2025-08-23T11:55:32.699058,github_whitesgsw,,,2012-07-07,Sydney,Brisbane,SCG,h2h,closing,home,1.17,
2025-08-23T11:55:32.695040,github_whitesgsw,,,2012-07-08,Fremantle,Western Bulldogs,Domain Stadium,h2h,closing,away,4.73,
2025-08-23T11:55:32.695040,github_whitesgsw,,,2012-07-08,Fremantle,Western Bulldogs,Domain Stadium,h2h,closing,home,1.19,
2025-08-23T11:55:32.697052,github_whitesgsw,,,2012-07-08,Gold Coast,Geelong,People First Stadium,h2h,closing,away,1.03,
2025-08-23T11:55:32.697052,github_whitesgsw,,,2012-07-08,Gold Coast,Geelong,People First Stadium,h2h,closing,home,12.68,
2025-08-23T11:55:32.697052,github_whitesgsw,,,2012-07-08,Hawthorn,GWS Giants,MCG,h2h,closing,away,21.0,
2025-08-23T11:55:32.697052,github_whitesgsw,,,2012-07-08,Hawthorn,GWS Giants,MCG,h2h,closing,home,1.0,
2025-08-23T11:55:32.691320,github_whitesgsw,,,2012-07-13,North Melbourne,Carlton,Marvel Stadium,h2h,closing,away,1.7,
2025-08-23T11:55:32.691320,github_whitesgsw,,,2012-07-13,North Melbourne,Carlton,Marvel Stadium,h2h,closing,home,2.12,
2025-08-23T11:55:32.688284,github_whitesgsw,,,2012-07-14,Brisbane,St Kilda,Gabba,h2h,closing,away,1.51,
2025-08-23T11:55:32.688284,github_whitesgsw,,,2012-07-14,Brisbane,St Kilda,Gabba,h2h,closing,home,2.53,
2025-08-23T11:55:32.688284,github_whitesgsw,,,2012-07-14,Geelong,Collingwood,MCG,h2h,closing,away,1.48,
2025-08-23T11:55:32.688284,github_whitesgsw,,,2012-07-14,Geelong,Collingwood,MCG,h2h,closing,home,2.65,
2025-08-23T11:55:32.691320,github_whitesgsw,,,2012-07-14,Melbourne,Fremantle,Marvel Stadium,h2h,closing,away,1.35,
2025-08-23T11:55:32.691320,github_whitesgsw,,,2012-07-14,Melbourne,Fremantle,Marvel Stadium,h2h,closing,home,3.16,
2025-08-23T11:55:32.688284,github_whitesgsw,,,2012-07-14,Port Adelaide,Essendon,AAMI Stadium,h2h,closing,away,1.45,
2025-08-23T11:55:32.688284,github_whitesgsw,,,2012-07-14,Port Adelaide,Essendon,AAMI Stadium,h2h,closing,home,2.7,
2025-08-23T11:55:32.688284,github_whitesgsw,,,2012-07-14,Richmond,Gold Coast,Cazaly’s Stadium,h2h,closing,away,5.18,
2025-08-23T11:55:32.688284,github_whitesgsw,,,2012-07-14,Richmond,Gold Coast,Cazaly’s Stadium,h2h,closing,home,1.16,
2025-08-23T11:55:32.683673,github_whitesgsw,,,2012-07-15,GWS Giants,Adelaide,ENGIE Stadium,h2h,closing,away,1.01,
2025-08-23T11:55:32.683673,github_whitesgsw,,,2012-07-15,GWS Giants,Adelaide,ENGIE Stadium,h2h,closing,home,16.46,
2025-08-23T11:55:32.683673,github_whitesgsw,,,2012-07-15,West Coast,Sydney,Domain Stadium,h2h,closing,away,2.13,
2025-08-23T11:55:32.683673,github_whitesgsw,,,2012-07-15,West Coast,Sydney,Domain Stadium,h2h,closing,home,1.69,
