game_id,bookmaker,event_url,match_quality,found_at,notes,bookmaker_event_id,canonical_url,raw_url,discovered_at,mode
2025_ID37291,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/richmond-v-geelong-cats-9504816,40,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/richmond-v-geelong-cats-9504816,https://www.sportsbet.com.au/betting/australian-rules/afl/richmond-v-geelong-cats-9504816,2025-08-23T08:23:31.445548+00:00,upcoming
2025_ID37291,pointsbet,,0,none,no url returned,,,,2025-08-23T08:23:36.636855+00:00,upcoming
2025_ID37295,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,46,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:23:39.114890+00:00,upcoming
2025_ID37295,pointsbet,,0,none,no url returned,,,,2025-08-23T08:23:43.694904+00:00,upcoming
2025_ID37289,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/brisbane-lions-v-hawthorn-9504847,50,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/brisbane-lions-v-hawthorn-9504847,https://www.sportsbet.com.au/betting/australian-rules/afl/brisbane-lions-v-hawthorn-9504847,2025-08-23T08:23:46.104663+00:00,upcoming
2025_ID37289,pointsbet,,0,none,no url returned,,,,2025-08-23T08:23:50.668598+00:00,upcoming
2025_ID37292,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/richmond-v-geelong-cats-9504816,100,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/richmond-v-geelong-cats-9504816,https://www.sportsbet.com.au/betting/australian-rules/afl/richmond-v-geelong-cats-9504816,2025-08-23T08:23:53.045680+00:00,upcoming
2025_ID37292,pointsbet,,0,none,no url returned,,,,2025-08-23T08:23:57.800403+00:00,upcoming
2025_ID37296,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,100,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:24:00.639318+00:00,upcoming
2025_ID37296,pointsbet,https://pointsbet.com.au/sports/aussie-rules/AFL/2391951,46,browse,Greater Western Sydney,2391951,https://pointsbet.com.au/sports/aussie-rules/AFL/2391951,https://pointsbet.com.au/sports/aussie-rules/AFL/2391951,2025-08-23T08:24:05.127861+00:00,upcoming
2025_ID37288,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,50,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:24:07.456155+00:00,upcoming
2025_ID37288,pointsbet,,0,none,no url returned,,,,2025-08-23T08:24:11.969884+00:00,upcoming
2025_ID37290,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/western-bulldogs-v-fremantle-9504846,100,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/western-bulldogs-v-fremantle-9504846,https://www.sportsbet.com.au/betting/australian-rules/afl/western-bulldogs-v-fremantle-9504846,2025-08-23T08:24:14.554833+00:00,upcoming
2025_ID37290,pointsbet,,0,none,no url returned,,,,2025-08-23T08:24:19.068948+00:00,upcoming
2025_ID37294,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/brisbane-lions-v-hawthorn-9504847,100,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/brisbane-lions-v-hawthorn-9504847,https://www.sportsbet.com.au/betting/australian-rules/afl/brisbane-lions-v-hawthorn-9504847,2025-08-23T08:24:21.555218+00:00,upcoming
2025_ID37294,pointsbet,,0,none,no url returned,,,,2025-08-23T08:24:26.120605+00:00,upcoming
2025_ID37092,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/gold-coast-suns-v-essendon-9504866,100,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/gold-coast-suns-v-essendon-9504866,https://www.sportsbet.com.au/betting/australian-rules/afl/gold-coast-suns-v-essendon-9504866,2025-08-23T08:24:29.200252+00:00,upcoming
2025_ID37092,pointsbet,,0,none,no url returned,,,,2025-08-23T08:24:33.719865+00:00,upcoming
2025_ID37315,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:24:36.301861+00:00,upcoming
2025_ID37315,pointsbet,,0,none,no url returned,,,,2025-08-23T08:24:40.997762+00:00,upcoming
2025_ID37316,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:24:43.584199+00:00,upcoming
2025_ID37316,pointsbet,,0,none,no url returned,,,,2025-08-23T08:24:48.184931+00:00,upcoming
2025_ID37317,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:24:50.554752+00:00,upcoming
2025_ID37317,pointsbet,,0,none,no url returned,,,,2025-08-23T08:24:55.201091+00:00,upcoming
2025_ID37318,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:24:57.430253+00:00,upcoming
2025_ID37318,pointsbet,,0,none,no url returned,,,,2025-08-23T08:25:01.908058+00:00,upcoming
2025_ID37319,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:25:04.126756+00:00,upcoming
2025_ID37319,pointsbet,,0,none,no url returned,,,,2025-08-23T08:25:08.905388+00:00,upcoming
2025_ID37320,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:25:11.124350+00:00,upcoming
2025_ID37320,pointsbet,,0,none,no url returned,,,,2025-08-23T08:25:15.559077+00:00,upcoming
2025_ID37321,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:25:17.746635+00:00,upcoming
2025_ID37321,pointsbet,,0,none,no url returned,,,,2025-08-23T08:25:22.362862+00:00,upcoming
2025_ID37322,sportsbet,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,66,browse,,,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,https://www.sportsbet.com.au/betting/australian-rules/afl/west-coast-eagles-v-sydney-swans-9504818,2025-08-23T08:25:24.543865+00:00,upcoming
2025_ID37322,pointsbet,,0,none,no url returned,,,,2025-08-23T08:25:29.100438+00:00,upcoming
