ts,game_id,bookmaker,market_code,selection_name,price_decimal,line,raw_market,raw_selection
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,any player to get 40+ disposals,Yes,3.4,39.5,Any Player To Get 40+ Disposals,Yes
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,any player to get 40+ disposals,No,1.29,39.5,Any Player To Get 40+ Disposals,No
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,match result,Greater Western Sydney,1.17,0.0,Match Result,Greater Western Sydney
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,match result,St Kilda,5.25,0.0,Match Result,St Kilda
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,line,Greater Western Sydney -31.5,1.9,-31.5,Line,Greater Western Sydney -31.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,line,St Kilda +31.5,1.9,31.5,Line,St Kilda +31.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,total points over/under,Over 172.5,1.9,172.5,Total Points Over/Under,Over 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,total points over/under,Under 172.5,1.9,172.5,Total Points Over/Under,Under 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,both teams to kick 2+ goals every quarter,Yes,4.5,0.0,Both Teams To Kick 2+ Goals Every Quarter,Yes
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half result,Greater Western Sydney,1.29,0.0,1st Half Result,Greater Western Sydney
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half result,St Kilda,3.4,0.0,1st Half Result,St Kilda
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,highest scoring half,First,1.83,0.0,Highest Scoring Half,First
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,highest scoring half,Second,2.0,0.0,Highest Scoring Half,Second
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,highest scoring half,Draw,46.0,0.0,Highest Scoring Half,Draw
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,wire to wire,Greater Western Sydney Lead At Every Quarter,1.71,0.0,Wire To Wire,Greater Western Sydney Lead At Every Quarter
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,wire to wire,St Kilda Lead At Every Quarter,9.5,0.0,Wire To Wire,St Kilda Lead At Every Quarter
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,wire to wire,Any Other Result,2.45,0.0,Wire To Wire,Any Other Result
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,line/total doubles,Greater Western Sydney -31.5 & Over 172.5,3.3,0.0,Line/Total Doubles,Greater Western Sydney -31.5 & Over 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,line/total doubles,Greater Western Sydney -31.5 & Under 172.5,3.8,0.0,Line/Total Doubles,Greater Western Sydney -31.5 & Under 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,line/total doubles,St Kilda +31.5 & Over 172.5,3.8,0.0,Line/Total Doubles,St Kilda +31.5 & Over 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,line/total doubles,St Kilda +31.5 & Under 172.5,3.3,0.0,Line/Total Doubles,St Kilda +31.5 & Under 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,win/total doubles,Greater Western Sydney & Over 172.5,2.2,0.0,Win/Total Doubles,Greater Western Sydney & Over 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,win/total doubles,Greater Western Sydney & Under 172.5,2.3,0.0,Win/Total Doubles,Greater Western Sydney & Under 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,win/total doubles,St Kilda & Over 172.5,10.0,0.0,Win/Total Doubles,St Kilda & Over 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,win/total doubles,St Kilda & Under 172.5,8.0,0.0,Win/Total Doubles,St Kilda & Under 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margin/total doubles,Greater Western Sydney 1-39 & Over 172.5,4.1,172.5,Margin/Total Doubles,Greater Western Sydney 1-39 & Over 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margin/total doubles,Greater Western Sydney 1-39 & Under 172.5,4.0,172.5,Margin/Total Doubles,Greater Western Sydney 1-39 & Under 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margin/total doubles,St Kilda 1-39 & Over 172.5,11.0,172.5,Margin/Total Doubles,St Kilda 1-39 & Over 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margin/total doubles,St Kilda 1-39 & Under 172.5,9.0,172.5,Margin/Total Doubles,St Kilda 1-39 & Under 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margin/total doubles,Greater Western Sydney 40+ & Over 172.5,4.0,172.5,Margin/Total Doubles,Greater Western Sydney 40+ & Over 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margin/total doubles,Greater Western Sydney 40+ & Under 172.5,4.5,172.5,Margin/Total Doubles,Greater Western Sydney 40+ & Under 172.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half line/total doubles,Greater Western Sydney -15.5 & Over 86.5,3.3,0.0,1st Half Line/Total Doubles,Greater Western Sydney -15.5 & Over 86.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half line/total doubles,Greater Western Sydney -15.5 & Under 86.5,3.8,0.0,1st Half Line/Total Doubles,Greater Western Sydney -15.5 & Under 86.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half line/total doubles,St Kilda +15.5 & Over 86.5,3.8,0.0,1st Half Line/Total Doubles,St Kilda +15.5 & Over 86.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half line/total doubles,St Kilda +15.5 & Under 86.5,3.3,0.0,1st Half Line/Total Doubles,St Kilda +15.5 & Under 86.5
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,tri bet 15.5,Greater Western Sydney To Win By 16 Or More Points,1.4,0.0,Tri Bet 15.5,Greater Western Sydney To Win By 16 Or More Points
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,tri bet 15.5,St Kilda To Win By 16 Or More Points,9.5,0.0,Tri Bet 15.5,St Kilda To Win By 16 Or More Points
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,tri bet 15.5,Either Team To Win By 15 Or Less Points,3.8,0.0,Tri Bet 15.5,Either Team To Win By 15 Or Less Points
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margins 24.5,Greater Western Sydney 1-24,3.6,0.0,Margins 24.5,Greater Western Sydney 1-24
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margins 24.5,Greater Western Sydney 25+,1.63,0.0,Margins 24.5,Greater Western Sydney 25+
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margins 24.5,St Kilda 1-24,6.5,0.0,Margins 24.5,St Kilda 1-24
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margins 24.5,St Kilda 25+,16.0,0.0,Margins 24.5,St Kilda 25+
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margins 24.5,Draw,71.0,0.0,Margins 24.5,Draw
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margins 39.5,Greater Western Sydney 1-39,2.2,0.0,Margins 39.5,Greater Western Sydney 1-39
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margins 39.5,Greater Western Sydney 40+,2.35,0.0,Margins 39.5,Greater Western Sydney 40+
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margins 39.5,St Kilda 1-39,5.5,0.0,Margins 39.5,St Kilda 1-39
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margins 39.5,St Kilda 40+,41.0,0.0,Margins 39.5,St Kilda 40+
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,margins 39.5,Draw,71.0,0.0,Margins 39.5,Draw
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half margins 24.5,Greater Western Sydney 1-24,2.5,0.0,1st Half Margins 24.5,Greater Western Sydney 1-24
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half margins 24.5,Greater Western Sydney 25+,2.6,0.0,1st Half Margins 24.5,Greater Western Sydney 25+
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half margins 24.5,St Kilda 1-24,4.3,0.0,1st Half Margins 24.5,St Kilda 1-24
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half margins 24.5,St Kilda 25+,14.0,0.0,1st Half Margins 24.5,St Kilda 25+
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half margins 24.5,Draw,46.0,0.0,1st Half Margins 24.5,Draw
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half tri bet 15.5,Greater Western Sydney To Win By 16 Or More Points,1.87,0.0,1st Half Tri Bet 15.5,Greater Western Sydney To Win By 16 Or More Points
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half tri bet 15.5,St Kilda To Win By 16 Or More Points,7.5,0.0,1st Half Tri Bet 15.5,St Kilda To Win By 16 Or More Points
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half tri bet 15.5,Either Team To Win By 15 Or Less Points,2.3,0.0,1st Half Tri Bet 15.5,Either Team To Win By 15 Or Less Points
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half margins 15.5,Greater Western Sydney 1-15,3.8,0.0,1st Half Margins 15.5,Greater Western Sydney 1-15
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half margins 15.5,Greater Western Sydney 16+,1.87,0.0,1st Half Margins 15.5,Greater Western Sydney 16+
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half margins 15.5,St Kilda 1-15,5.5,0.0,1st Half Margins 15.5,St Kilda 1-15
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half margins 15.5,St Kilda 16+,7.5,0.0,1st Half Margins 15.5,St Kilda 16+
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half margins 15.5,Draw,46.0,0.0,1st Half Margins 15.5,Draw
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half tri bet 19.5,Greater Western Sydney To Win By 20 Or More Points,2.15,0.0,1st Half Tri Bet 19.5,Greater Western Sydney To Win By 20 Or More Points
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half tri bet 19.5,St Kilda To Win By 20 Or More Points,10.0,0.0,1st Half Tri Bet 19.5,St Kilda To Win By 20 Or More Points
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,1st half tri bet 19.5,Either Team To Win By 19 Or Less Points,1.87,0.0,1st Half Tri Bet 19.5,Either Team To Win By 19 Or Less Points
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Aaron Cadman,1.05,0.5,Anytime Goalscorer,Aaron Cadman
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Toby Greene,1.09,0.5,Anytime Goalscorer,Toby Greene
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Jake Riccardi,1.19,0.5,Anytime Goalscorer,Jake Riccardi
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Callum M. Brown,1.19,0.5,Anytime Goalscorer,Callum M. Brown
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Jack Higgins,1.19,0.5,Anytime Goalscorer,Jack Higgins
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Max Gruzewski,1.22,0.5,Anytime Goalscorer,Max Gruzewski
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Cooper Sharman,1.25,0.5,Anytime Goalscorer,Cooper Sharman
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Harry Rowston,1.36,0.5,Anytime Goalscorer,Harry Rowston
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Mason Wood,1.48,0.5,Anytime Goalscorer,Mason Wood
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Toby Bedford,1.59,0.5,Anytime Goalscorer,Toby Bedford
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Darcy Jones,1.67,0.5,Anytime Goalscorer,Darcy Jones
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Harvey Thomas,1.67,0.5,Anytime Goalscorer,Harvey Thomas
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Mattaes Phillipou,1.8,0.5,Anytime Goalscorer,Mattaes Phillipou
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Isaac Keeler,1.83,0.5,Anytime Goalscorer,Isaac Keeler
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Max Hall,1.9,0.5,Anytime Goalscorer,Max Hall
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Nasiah Wanganeen-Milera,1.95,0.5,Anytime Goalscorer,Nasiah Wanganeen-Milera
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Rowan Marshall,2.15,0.5,Anytime Goalscorer,Rowan Marshall
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Stephen Coniglio,2.25,0.5,Anytime Goalscorer,Stephen Coniglio
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Lance Collard,2.35,0.5,Anytime Goalscorer,Lance Collard
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Xavier O'halloran,2.55,0.5,Anytime Goalscorer,Xavier O'halloran
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Darcy Wilson,2.7,0.5,Anytime Goalscorer,Darcy Wilson
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Finn Callaghan,3.0,0.5,Anytime Goalscorer,Finn Callaghan
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Jacob Wehr,3.1,0.5,Anytime Goalscorer,Jacob Wehr
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Tom Green,3.1,0.5,Anytime Goalscorer,Tom Green
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Ryan Angwin,3.1,0.5,Anytime Goalscorer,Ryan Angwin
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Harry Himmelberg,3.1,0.5,Anytime Goalscorer,Harry Himmelberg
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Anthony Caminiti,3.25,0.5,Anytime Goalscorer,Anthony Caminiti
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Hugh Boxshall,3.25,0.5,Anytime Goalscorer,Hugh Boxshall
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Jack Steele,3.25,0.5,Anytime Goalscorer,Jack Steele
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Alixzander Tauru,3.6,0.5,Anytime Goalscorer,Alixzander Tauru
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Bradley Hill,3.6,0.5,Anytime Goalscorer,Bradley Hill
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Hugo Garcia,3.7,0.5,Anytime Goalscorer,Hugo Garcia
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Zak Jones,3.7,0.5,Anytime Goalscorer,Zak Jones
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Jack Sinclair,3.7,0.5,Anytime Goalscorer,Jack Sinclair
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Kieren Briggs,4.2,0.5,Anytime Goalscorer,Kieren Briggs
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Marcus Windhager,4.2,0.5,Anytime Goalscorer,Marcus Windhager
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Jack Macrae,4.2,0.5,Anytime Goalscorer,Jack Macrae
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Lachie Ash,5.0,0.5,Anytime Goalscorer,Lachie Ash
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Tobie Travaglia,5.25,0.5,Anytime Goalscorer,Tobie Travaglia
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Joe Fonti,6.0,0.5,Anytime Goalscorer,Joe Fonti
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Connor Idun,7.0,0.5,Anytime Goalscorer,Connor Idun
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Lachie Whitfield,7.0,0.5,Anytime Goalscorer,Lachie Whitfield
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Liam Stocker,7.0,0.5,Anytime Goalscorer,Liam Stocker
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Sam Taylor,8.0,0.5,Anytime Goalscorer,Sam Taylor
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Leek Aleer,8.0,0.5,Anytime Goalscorer,Leek Aleer
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,anytime goalscorer,Callum Wilkie,8.5,0.5,Anytime Goalscorer,Callum Wilkie
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Aaron Cadman,9.0,0.0,Last Goalscorer,Aaron Cadman
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Toby Greene,9.0,0.0,Last Goalscorer,Toby Greene
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Jake Riccardi,11.5,0.0,Last Goalscorer,Jake Riccardi
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Callum M. Brown,11.5,0.0,Last Goalscorer,Callum M. Brown
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Jack Higgins,11.5,0.0,Last Goalscorer,Jack Higgins
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Max Gruzewski,12.0,0.0,Last Goalscorer,Max Gruzewski
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Cooper Sharman,12.0,0.0,Last Goalscorer,Cooper Sharman
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Mason Wood,15.0,0.0,Last Goalscorer,Mason Wood
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Harry Rowston,16.0,0.0,Last Goalscorer,Harry Rowston
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Toby Bedford,18.0,0.0,Last Goalscorer,Toby Bedford
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Darcy Jones,18.0,0.0,Last Goalscorer,Darcy Jones
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Harvey Thomas,18.0,0.0,Last Goalscorer,Harvey Thomas
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Mattaes Phillipou,19.0,0.0,Last Goalscorer,Mattaes Phillipou
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Isaac Keeler,19.0,0.0,Last Goalscorer,Isaac Keeler
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Max Hall,21.0,0.0,Last Goalscorer,Max Hall
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Nasiah Wanganeen-Milera,23.0,0.0,Last Goalscorer,Nasiah Wanganeen-Milera
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Stephen Coniglio,26.0,0.0,Last Goalscorer,Stephen Coniglio
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Lance Collard,29.0,0.0,Last Goalscorer,Lance Collard
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Rowan Marshall,29.0,0.0,Last Goalscorer,Rowan Marshall
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Jacob Wehr,41.0,0.0,Last Goalscorer,Jacob Wehr
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Sam Taylor,41.0,0.0,Last Goalscorer,Sam Taylor
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Xavier O'halloran,41.0,0.0,Last Goalscorer,Xavier O'halloran
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Connor Idun,41.0,0.0,Last Goalscorer,Connor Idun
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Kieren Briggs,41.0,0.0,Last Goalscorer,Kieren Briggs
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Leek Aleer,41.0,0.0,Last Goalscorer,Leek Aleer
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Lachie Ash,41.0,0.0,Last Goalscorer,Lachie Ash
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Tom Green,41.0,0.0,Last Goalscorer,Tom Green
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Ryan Angwin,41.0,0.0,Last Goalscorer,Ryan Angwin
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Finn Callaghan,41.0,0.0,Last Goalscorer,Finn Callaghan
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Joe Fonti,41.0,0.0,Last Goalscorer,Joe Fonti
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Lachie Whitfield,41.0,0.0,Last Goalscorer,Lachie Whitfield
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Harry Himmelberg,41.0,0.0,Last Goalscorer,Harry Himmelberg
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Liam Stocker,41.0,0.0,Last Goalscorer,Liam Stocker
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Marcus Windhager,41.0,0.0,Last Goalscorer,Marcus Windhager
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Anthony Caminiti,41.0,0.0,Last Goalscorer,Anthony Caminiti
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Hugo Garcia,41.0,0.0,Last Goalscorer,Hugo Garcia
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Darcy Wilson,41.0,0.0,Last Goalscorer,Darcy Wilson
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Tobie Travaglia,41.0,0.0,Last Goalscorer,Tobie Travaglia
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Hugh Boxshall,41.0,0.0,Last Goalscorer,Hugh Boxshall
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Alixzander Tauru,41.0,0.0,Last Goalscorer,Alixzander Tauru
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Jack Macrae,41.0,0.0,Last Goalscorer,Jack Macrae
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Bradley Hill,41.0,0.0,Last Goalscorer,Bradley Hill
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Jack Steele,41.0,0.0,Last Goalscorer,Jack Steele
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Callum Wilkie,41.0,0.0,Last Goalscorer,Callum Wilkie
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Zak Jones,41.0,0.0,Last Goalscorer,Zak Jones
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,last goalscorer,Jack Sinclair,41.0,0.0,Last Goalscorer,Jack Sinclair
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Aaron Cadman,5.25,0.0,First Goalscorer - Home,Aaron Cadman
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Toby Greene,6.0,0.0,First Goalscorer - Home,Toby Greene
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Jake Riccardi,7.5,0.0,First Goalscorer - Home,Jake Riccardi
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Callum M. Brown,7.5,0.0,First Goalscorer - Home,Callum M. Brown
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Max Gruzewski,9.0,0.0,First Goalscorer - Home,Max Gruzewski
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Harry Rowston,11.0,0.0,First Goalscorer - Home,Harry Rowston
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Toby Bedford,12.0,0.0,First Goalscorer - Home,Toby Bedford
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Darcy Jones,13.0,0.0,First Goalscorer - Home,Darcy Jones
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Harvey Thomas,13.0,0.0,First Goalscorer - Home,Harvey Thomas
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Stephen Coniglio,18.0,0.0,First Goalscorer - Home,Stephen Coniglio
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Xavier O'halloran,21.0,0.0,First Goalscorer - Home,Xavier O'halloran
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Finn Callaghan,23.0,0.0,First Goalscorer - Home,Finn Callaghan
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Tom Green,26.0,0.0,First Goalscorer - Home,Tom Green
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Ryan Angwin,26.0,0.0,First Goalscorer - Home,Ryan Angwin
2025-08-23T10:31:07.452000+00:00,2025_ID37288,pointsbet,first goalscorer - home,Jacob Wehr,29.0,0.0,First Goalscorer - Home,Jacob Wehr
