ts,game_id,bookmaker,market_code,selection_name,price_decimal,line,raw_market,raw_selection
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Ed Richards/Shai Bolton,1.53,,Player A & B to combine for 2+ Goals,Ed Richards/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Luke Jackson/Ed Richards,1.68,,Player A & B to combine for 2+ Goals,Luke Jackson/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Luke Jackson/Josh Treacy,1.34,,Player A & B to combine for 2+ Goals,Luke Jackson/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Luke Jackson/Sam Darcy,1.09,,Player A & B to combine for 2+ Goals,Luke Jackson/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Luke Jackson/Shai Bolton,1.62,,Player A & B to combine for 2+ Goals,Luke Jackson/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Marcus Bontempelli/Aaron Naughton,1.07,,Player A & B to combine for 2+ Goals,Marcus Bontempelli/Aaron Naughton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Marcus Bontempelli/Ed Richards,1.43,,Player A & B to combine for 2+ Goals,Marcus Bontempelli/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Marcus Bontempelli/Josh Treacy,1.2,,Player A & B to combine for 2+ Goals,Marcus Bontempelli/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Marcus Bontempelli/Luke Jackson,1.48,,Player A & B to combine for 2+ Goals,Marcus Bontempelli/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Marcus Bontempelli/Patrick Voss,1.29,,Player A & B to combine for 2+ Goals,Marcus Bontempelli/Patrick Voss
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Marcus Bontempelli/Sam Darcy,1.06,,Player A & B to combine for 2+ Goals,Marcus Bontempelli/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Marcus Bontempelli/Shai Bolton,1.38,,Player A & B to combine for 2+ Goals,Marcus Bontempelli/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Patrick Voss/Aaron Naughton,1.06,,Player A & B to combine for 2+ Goals,Patrick Voss/Aaron Naughton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Patrick Voss/Ed Richards,1.4,,Player A & B to combine for 2+ Goals,Patrick Voss/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Patrick Voss/Josh Treacy,1.21,,Player A & B to combine for 2+ Goals,Patrick Voss/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Patrick Voss/Luke Jackson,1.48,,Player A & B to combine for 2+ Goals,Patrick Voss/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Patrick Voss/Shai Bolton,1.37,,Player A & B to combine for 2+ Goals,Patrick Voss/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Shai Bolton/Josh Treacy,1.29,,Player A & B to combine for 2+ Goals,Shai Bolton/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 2+ goals,Shai Bolton/Sam Darcy,1.07,,Player A & B to combine for 2+ Goals,Shai Bolton/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Aaron Naughton/Ed Richards,1.35,,Player A & B to combine for 3+ Goals,Aaron Naughton/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Aaron Naughton/Josh Treacy,1.18,,Player A & B to combine for 3+ Goals,Aaron Naughton/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Aaron Naughton/Luke Jackson,1.38,,Player A & B to combine for 3+ Goals,Aaron Naughton/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Aaron Naughton/Sam Darcy,1.07,,Player A & B to combine for 3+ Goals,Aaron Naughton/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Aaron Naughton/Shai Bolton,1.32,,Player A & B to combine for 3+ Goals,Aaron Naughton/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Ed Richards/Josh Treacy,1.94,,Player A & B to combine for 3+ Goals,Ed Richards/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Ed Richards/Sam Darcy,1.33,,Player A & B to combine for 3+ Goals,Ed Richards/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Luke Jackson/Sam Darcy,1.36,,Player A & B to combine for 3+ Goals,Luke Jackson/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Marcus Bontempelli/Aaron Naughton,1.27,,Player A & B to combine for 3+ Goals,Marcus Bontempelli/Aaron Naughton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Marcus Bontempelli/Josh Treacy,1.68,,Player A & B to combine for 3+ Goals,Marcus Bontempelli/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Marcus Bontempelli/Patrick Voss,1.97,,Player A & B to combine for 3+ Goals,Marcus Bontempelli/Patrick Voss
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Marcus Bontempelli/Sam Darcy,1.25,,Player A & B to combine for 3+ Goals,Marcus Bontempelli/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Patrick Voss/Aaron Naughton,1.25,,Player A & B to combine for 3+ Goals,Patrick Voss/Aaron Naughton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Patrick Voss/Josh Treacy,1.68,,Player A & B to combine for 3+ Goals,Patrick Voss/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Patrick Voss/Sam Darcy,1.23,,Player A & B to combine for 3+ Goals,Patrick Voss/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Sam Darcy/Josh Treacy,1.17,,Player A & B to combine for 3+ Goals,Sam Darcy/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Shai Bolton/Josh Treacy,1.86,,Player A & B to combine for 3+ Goals,Shai Bolton/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Shai Bolton/Sam Darcy,1.29,,Player A & B to combine for 3+ Goals,Shai Bolton/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Ed Richards/Shai Bolton,2.7,,Player A & B to combine for 3+ Goals,Ed Richards/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Luke Jackson/Josh Treacy,2.05,,Player A & B to combine for 3+ Goals,Luke Jackson/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Luke Jackson/Shai Bolton,2.95,,Player A & B to combine for 3+ Goals,Luke Jackson/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Marcus Bontempelli/Ed Richards,2.35,,Player A & B to combine for 3+ Goals,Marcus Bontempelli/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Marcus Bontempelli/Luke Jackson,2.55,,Player A & B to combine for 3+ Goals,Marcus Bontempelli/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Marcus Bontempelli/Shai Bolton,2.2,,Player A & B to combine for 3+ Goals,Marcus Bontempelli/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Patrick Voss/Ed Richards,2.3,,Player A & B to combine for 3+ Goals,Patrick Voss/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Patrick Voss/Luke Jackson,2.5,,Player A & B to combine for 3+ Goals,Patrick Voss/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Patrick Voss/Shai Bolton,2.2,,Player A & B to combine for 3+ Goals,Patrick Voss/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 3+ goals,Luke Jackson/Ed Richards,3.2,,Player A & B to combine for 3+ Goals,Luke Jackson/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Aaron Naughton/Ed Richards,1.94,,Player A & B to combine for 4+ Goals,Aaron Naughton/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Aaron Naughton/Josh Treacy,1.53,,Player A & B to combine for 4+ Goals,Aaron Naughton/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Aaron Naughton/Sam Darcy,1.22,,Player A & B to combine for 4+ Goals,Aaron Naughton/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Aaron Naughton/Shai Bolton,1.86,,Player A & B to combine for 4+ Goals,Aaron Naughton/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Ed Richards/Sam Darcy,1.87,,Player A & B to combine for 4+ Goals,Ed Richards/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Luke Jackson/Sam Darcy,1.97,,Player A & B to combine for 4+ Goals,Luke Jackson/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Marcus Bontempelli/Aaron Naughton,1.74,,Player A & B to combine for 4+ Goals,Marcus Bontempelli/Aaron Naughton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Marcus Bontempelli/Sam Darcy,1.69,,Player A & B to combine for 4+ Goals,Marcus Bontempelli/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Patrick Voss/Aaron Naughton,1.7,,Player A & B to combine for 4+ Goals,Patrick Voss/Aaron Naughton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Patrick Voss/Sam Darcy,1.66,,Player A & B to combine for 4+ Goals,Patrick Voss/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Sam Darcy/Josh Treacy,1.5,,Player A & B to combine for 4+ Goals,Sam Darcy/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Shai Bolton/Sam Darcy,1.81,,Player A & B to combine for 4+ Goals,Shai Bolton/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Aaron Naughton/Luke Jackson,2.02,,Player A & B to combine for 4+ Goals,Aaron Naughton/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Marcus Bontempelli/Josh Treacy,2.8,,Player A & B to combine for 4+ Goals,Marcus Bontempelli/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Patrick Voss/Josh Treacy,2.7,,Player A & B to combine for 4+ Goals,Patrick Voss/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Ed Richards/Josh Treacy,3.45,,Player A & B to combine for 4+ Goals,Ed Richards/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Luke Jackson/Josh Treacy,3.7,,Player A & B to combine for 4+ Goals,Luke Jackson/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Marcus Bontempelli/Patrick Voss,3.5,,Player A & B to combine for 4+ Goals,Marcus Bontempelli/Patrick Voss
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Shai Bolton/Josh Treacy,3.15,,Player A & B to combine for 4+ Goals,Shai Bolton/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Marcus Bontempelli/Ed Richards,4.75,,Player A & B to combine for 4+ Goals,Marcus Bontempelli/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Marcus Bontempelli/Shai Bolton,4.3,,Player A & B to combine for 4+ Goals,Marcus Bontempelli/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Patrick Voss/Ed Richards,4.5,,Player A & B to combine for 4+ Goals,Patrick Voss/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Patrick Voss/Luke Jackson,4.9,,Player A & B to combine for 4+ Goals,Patrick Voss/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Patrick Voss/Shai Bolton,4.1,,Player A & B to combine for 4+ Goals,Patrick Voss/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Ed Richards/Shai Bolton,5.8,,Player A & B to combine for 4+ Goals,Ed Richards/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Marcus Bontempelli/Luke Jackson,5.4,,Player A & B to combine for 4+ Goals,Marcus Bontempelli/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Luke Jackson/Shai Bolton,6.25,,Player A & B to combine for 4+ Goals,Luke Jackson/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 4+ goals,Luke Jackson/Ed Richards,7.5,,Player A & B to combine for 4+ Goals,Luke Jackson/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Aaron Naughton/Sam Darcy,1.56,,Player A & B to combine for 5+ Goals,Aaron Naughton/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Aaron Naughton/Josh Treacy,2.25,,Player A & B to combine for 5+ Goals,Aaron Naughton/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Aaron Naughton/Shai Bolton,2.95,,Player A & B to combine for 5+ Goals,Aaron Naughton/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Marcus Bontempelli/Aaron Naughton,2.65,,Player A & B to combine for 5+ Goals,Marcus Bontempelli/Aaron Naughton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Marcus Bontempelli/Sam Darcy,2.55,,Player A & B to combine for 5+ Goals,Marcus Bontempelli/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Patrick Voss/Aaron Naughton,2.6,,Player A & B to combine for 5+ Goals,Patrick Voss/Aaron Naughton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Patrick Voss/Sam Darcy,2.5,,Player A & B to combine for 5+ Goals,Patrick Voss/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Sam Darcy/Josh Treacy,2.15,,Player A & B to combine for 5+ Goals,Sam Darcy/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Shai Bolton/Sam Darcy,2.85,,Player A & B to combine for 5+ Goals,Shai Bolton/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Aaron Naughton/Ed Richards,3.15,,Player A & B to combine for 5+ Goals,Aaron Naughton/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Aaron Naughton/Luke Jackson,3.4,,Player A & B to combine for 5+ Goals,Aaron Naughton/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Ed Richards/Sam Darcy,3.0,,Player A & B to combine for 5+ Goals,Ed Richards/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Luke Jackson/Sam Darcy,3.25,,Player A & B to combine for 5+ Goals,Luke Jackson/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Marcus Bontempelli/Josh Treacy,5.3,,Player A & B to combine for 5+ Goals,Marcus Bontempelli/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Patrick Voss/Josh Treacy,5.0,,Player A & B to combine for 5+ Goals,Patrick Voss/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Shai Bolton/Josh Treacy,6.25,,Player A & B to combine for 5+ Goals,Shai Bolton/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Ed Richards/Josh Treacy,7.0,,Player A & B to combine for 5+ Goals,Ed Richards/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Luke Jackson/Josh Treacy,7.5,,Player A & B to combine for 5+ Goals,Luke Jackson/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Marcus Bontempelli/Patrick Voss,7.25,,Player A & B to combine for 5+ Goals,Marcus Bontempelli/Patrick Voss
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Patrick Voss/Shai Bolton,8.75,,Player A & B to combine for 5+ Goals,Patrick Voss/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Marcus Bontempelli/Shai Bolton,9.75,,Player A & B to combine for 5+ Goals,Marcus Bontempelli/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Marcus Bontempelli/Ed Richards,10.5,,Player A & B to combine for 5+ Goals,Marcus Bontempelli/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Patrick Voss/Ed Richards,10.5,,Player A & B to combine for 5+ Goals,Patrick Voss/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Patrick Voss/Luke Jackson,11.0,,Player A & B to combine for 5+ Goals,Patrick Voss/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Marcus Bontempelli/Luke Jackson,13.0,,Player A & B to combine for 5+ Goals,Marcus Bontempelli/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Ed Richards/Shai Bolton,14.0,,Player A & B to combine for 5+ Goals,Ed Richards/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Luke Jackson/Shai Bolton,16.0,,Player A & B to combine for 5+ Goals,Luke Jackson/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 5+ goals,Luke Jackson/Ed Richards,19.0,,Player A & B to combine for 5+ Goals,Luke Jackson/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Aaron Naughton/Sam Darcy,2.18,,Player A & B to combine for 6+ Goals,Aaron Naughton/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Aaron Naughton/Josh Treacy,3.7,,Player A & B to combine for 6+ Goals,Aaron Naughton/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Sam Darcy/Josh Treacy,3.5,,Player A & B to combine for 6+ Goals,Sam Darcy/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Marcus Bontempelli/Aaron Naughton,4.6,,Player A & B to combine for 6+ Goals,Marcus Bontempelli/Aaron Naughton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Marcus Bontempelli/Sam Darcy,4.4,,Player A & B to combine for 6+ Goals,Marcus Bontempelli/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Patrick Voss/Aaron Naughton,4.5,,Player A & B to combine for 6+ Goals,Patrick Voss/Aaron Naughton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Patrick Voss/Sam Darcy,4.3,,Player A & B to combine for 6+ Goals,Patrick Voss/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Aaron Naughton/Ed Richards,5.75,,Player A & B to combine for 6+ Goals,Aaron Naughton/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Aaron Naughton/Shai Bolton,5.4,,Player A & B to combine for 6+ Goals,Aaron Naughton/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Ed Richards/Sam Darcy,5.4,,Player A & B to combine for 6+ Goals,Ed Richards/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Shai Bolton/Sam Darcy,5.2,,Player A & B to combine for 6+ Goals,Shai Bolton/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Aaron Naughton/Luke Jackson,6.5,,Player A & B to combine for 6+ Goals,Aaron Naughton/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Luke Jackson/Sam Darcy,6.0,,Player A & B to combine for 6+ Goals,Luke Jackson/Sam Darcy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Patrick Voss/Josh Treacy,10.0,,Player A & B to combine for 6+ Goals,Patrick Voss/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Marcus Bontempelli/Josh Treacy,11.5,,Player A & B to combine for 6+ Goals,Marcus Bontempelli/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Shai Bolton/Josh Treacy,13.0,,Player A & B to combine for 6+ Goals,Shai Bolton/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Ed Richards/Josh Treacy,16.0,,Player A & B to combine for 6+ Goals,Ed Richards/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Marcus Bontempelli/Patrick Voss,16.0,,Player A & B to combine for 6+ Goals,Marcus Bontempelli/Patrick Voss
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Luke Jackson/Josh Treacy,17.0,,Player A & B to combine for 6+ Goals,Luke Jackson/Josh Treacy
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Patrick Voss/Shai Bolton,18.0,,Player A & B to combine for 6+ Goals,Patrick Voss/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Marcus Bontempelli/Ed Richards,23.0,,Player A & B to combine for 6+ Goals,Marcus Bontempelli/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Marcus Bontempelli/Shai Bolton,23.0,,Player A & B to combine for 6+ Goals,Marcus Bontempelli/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Patrick Voss/Ed Richards,23.0,,Player A & B to combine for 6+ Goals,Patrick Voss/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Patrick Voss/Luke Jackson,26.0,,Player A & B to combine for 6+ Goals,Patrick Voss/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Marcus Bontempelli/Luke Jackson,31.0,,Player A & B to combine for 6+ Goals,Marcus Bontempelli/Luke Jackson
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Ed Richards/Shai Bolton,34.0,,Player A & B to combine for 6+ Goals,Ed Richards/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Luke Jackson/Shai Bolton,41.0,,Player A & B to combine for 6+ Goals,Luke Jackson/Shai Bolton
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a & b to combine for 6+ goals,Luke Jackson/Ed Richards,61.0,,Player A & B to combine for 6+ Goals,Luke Jackson/Ed Richards
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a or b to get 25+ disposals,Caleb Serong/Andrew Brayshaw,1.11,,Player A or B to get 25+ Disposals,Caleb Serong/Andrew Brayshaw
2025-08-23T10:31:16.933999+00:00,2025_ID37290,sportsbet,player a or b to get 25+ disposals,Ed Richards/Andrew Brayshaw,1.1,,Player A or B to get 25+ Disposals,Ed Richards/Andrew Brayshaw
