game_id,season,round_raw,home,away,venue,kickoff_utc,kickoff_local_awst,status,home_score,away_score,source
2025_ID37227,2025,17,North Melbourne,Western Bulldogs,Docklands,2025-07-03T09:30:00+00:00,,final,85,134,squiggle
2025_ID37229,2025,17,Carlton,Collingwood,M.C.G.,2025-07-04T09:20:00+00:00,,final,59,115,squiggle
2025_ID37233,2025,17,West Coast,Greater Western Sydney,Perth Stadium,2025-07-04T10:20:00+00:00,,final,52,111,squiggle
2025_ID37228,2025,17,Essendon,Gold Coast,Docklands,2025-07-05T02:35:00+00:00,,final,74,115,squiggle
2025_ID37225,2025,17,Geelong,Richmond,Kardinia Park,2025-07-05T06:15:00+00:00,,final,124,52,squiggle
2025_ID37231,2025,17,Brisbane Lions,Port Adelaide,Gabba,2025-07-05T09:35:00+00:00,,final,120,92,squiggle
2025_ID37226,2025,17,St Kilda,Hawthorn,Docklands,2025-07-05T09:40:00+00:00,,final,74,94,squiggle
2025_ID37230,2025,17,Sydney,Fremantle,S.C.G.,2025-07-06T03:10:00+00:00,,final,94,83,squiggle
2025_ID37232,2025,17,Adelaide,Melbourne,Adelaide Oval,2025-07-06T05:15:00+00:00,,final,90,77,squiggle
2025_ID37237,2025,18,Carlton,Brisbane Lions,Docklands,2025-07-10T09:30:00+00:00,,final,66,103,squiggle
2025_ID37240,2025,18,Gold Coast,Collingwood,Carrara,2025-07-11T09:40:00+00:00,,final,69,63,squiggle
2025_ID37235,2025,18,Western Bulldogs,Adelaide,Docklands,2025-07-12T03:20:00+00:00,,final,98,109,squiggle
2025_ID37234,2025,18,Greater Western Sydney,Geelong,Sydney Showground,2025-07-12T06:15:00+00:00,,final,111,85,squiggle
2025_ID37239,2025,18,Richmond,Essendon,M.C.G.,2025-07-12T09:35:00+00:00,,final,46,37,squiggle
2025_ID37242,2025,18,Fremantle,Hawthorn,Perth Stadium,2025-07-12T10:10:00+00:00,,final,77,64,squiggle
2025_ID37238,2025,18,Melbourne,North Melbourne,M.C.G.,2025-07-13T03:10:00+00:00,,final,119,83,squiggle
2025_ID37236,2025,18,St Kilda,Sydney,Docklands,2025-07-13T05:15:00+00:00,,final,87,92,squiggle
2025_ID37241,2025,18,Port Adelaide,West Coast,Adelaide Oval,2025-07-13T06:40:00+00:00,,final,87,61,squiggle
2025_ID37244,2025,19,Essendon,Greater Western Sydney,Docklands,2025-07-17T09:30:00+00:00,,final,56,104,squiggle
2025_ID37248,2025,19,Brisbane Lions,Western Bulldogs,Gabba,2025-07-18T09:40:00+00:00,,final,86,76,squiggle
2025_ID37249,2025,19,Hawthorn,Port Adelaide,York Park,2025-07-19T03:20:00+00:00,,final,87,49,squiggle
2025_ID37247,2025,19,Sydney,North Melbourne,S.C.G.,2025-07-19T06:15:00+00:00,,final,84,53,squiggle
2025_ID37245,2025,19,Carlton,Melbourne,M.C.G.,2025-07-19T09:35:00+00:00,,final,78,70,squiggle
2025_ID37251,2025,19,West Coast,Richmond,Perth Stadium,2025-07-19T10:10:00+00:00,,final,56,105,squiggle
2025_ID37243,2025,19,Geelong,St Kilda,Kardinia Park,2025-07-20T03:10:00+00:00,,final,113,82,squiggle
2025_ID37246,2025,19,Collingwood,Fremantle,M.C.G.,2025-07-20T05:15:00+00:00,,final,78,79,squiggle
2025_ID37250,2025,19,Adelaide,Gold Coast,Adelaide Oval,2025-07-20T06:40:00+00:00,,final,107,46,squiggle
2025_ID37257,2025,20,Hawthorn,Carlton,M.C.G.,2025-07-24T09:30:00+00:00,,final,85,61,squiggle
2025_ID37255,2025,20,Essendon,Western Bulldogs,Docklands,2025-07-25T09:20:00+00:00,,final,50,143,squiggle
2025_ID37252,2025,20,Greater Western Sydney,Sydney,Sydney Showground,2025-07-25T09:50:00+00:00,,final,102,58,squiggle
2025_ID37258,2025,20,Gold Coast,Brisbane Lions,Carrara,2025-07-26T03:20:00+00:00,,final,130,64,squiggle
2025_ID37260,2025,20,Fremantle,West Coast,Perth Stadium,2025-07-26T06:15:00+00:00,,final,126,77,squiggle
2025_ID37253,2025,20,North Melbourne,Geelong,Docklands,2025-07-26T09:35:00+00:00,,final,49,150,squiggle
2025_ID37259,2025,20,Adelaide,Port Adelaide,Adelaide Oval,2025-07-26T10:10:00+00:00,,final,133,35,squiggle
2025_ID37256,2025,20,Richmond,Collingwood,M.C.G.,2025-07-27T04:10:00+00:00,,final,57,93,squiggle
2025_ID37254,2025,20,St Kilda,Melbourne,Docklands,2025-07-27T05:15:00+00:00,,final,96,90,squiggle
2025_ID37264,2025,21,Western Bulldogs,Greater Western Sydney,Docklands,2025-07-31T09:30:00+00:00,,final,132,44,squiggle
2025_ID37268,2025,21,Adelaide,Hawthorn,Adelaide Oval,2025-08-01T09:40:00+00:00,,final,101,87,squiggle
2025_ID37263,2025,21,Melbourne,West Coast,Docklands,2025-08-02T03:20:00+00:00,,final,139,56,squiggle
2025_ID37266,2025,21,Gold Coast,Richmond,Carrara,2025-08-02T06:10:00+00:00,,final,107,23,squiggle
2025_ID37267,2025,21,Sydney,Essendon,S.C.G.,2025-08-02T06:15:00+00:00,,final,68,54,squiggle
2025_ID37265,2025,21,Collingwood,Brisbane Lions,M.C.G.,2025-08-02T09:35:00+00:00,,final,65,92,squiggle
2025_ID37262,2025,21,St Kilda,North Melbourne,Docklands,2025-08-03T03:40:00+00:00,,final,78,69,squiggle
2025_ID37261,2025,21,Geelong,Port Adelaide,Kardinia Park,2025-08-03T05:15:00+00:00,,final,153,65,squiggle
2025_ID37269,2025,21,Fremantle,Carlton,Perth Stadium,2025-08-03T07:10:00+00:00,,final,94,67,squiggle
2025_ID37275,2025,22,Hawthorn,Collingwood,M.C.G.,2025-08-07T09:30:00+00:00,,final,110,46,squiggle
2025_ID37270,2025,22,Geelong,Essendon,Kardinia Park,2025-08-08T09:40:00+00:00,,final,109,65,squiggle
2025_ID37273,2025,22,Richmond,St Kilda,M.C.G.,2025-08-09T03:20:00+00:00,,final,52,56,squiggle
2025_ID37276,2025,22,Brisbane Lions,Sydney,Gabba,2025-08-09T06:15:00+00:00,,final,90,92,squiggle
2025_ID37272,2025,22,Carlton,Gold Coast,Docklands,2025-08-09T09:35:00+00:00,,final,74,93,squiggle
2025_ID37277,2025,22,Port Adelaide,Fremantle,Adelaide Oval,2025-08-09T10:10:00+00:00,,final,86,92,squiggle
2025_ID37271,2025,22,Greater Western Sydney,North Melbourne,Manuka Oval,2025-08-10T03:40:00+00:00,,final,133,79,squiggle
2025_ID37274,2025,22,Melbourne,Western Bulldogs,M.C.G.,2025-08-10T05:15:00+00:00,,final,99,105,squiggle
2025_ID37278,2025,22,West Coast,Adelaide,Perth Stadium,2025-08-10T07:10:00+00:00,,final,78,87,squiggle
2025_ID37280,2025,23,Essendon,St Kilda,Docklands,2025-08-15T09:20:00+00:00,,final,75,77,squiggle
2025_ID37287,2025,23,Fremantle,Brisbane Lions,Perth Stadium,2025-08-15T10:20:00+00:00,,final,44,101,squiggle
2025_ID37284,2025,23,Gold Coast,Greater Western Sydney,Carrara,2025-08-16T02:35:00+00:00,,final,76,111,squiggle
2025_ID37282,2025,23,Carlton,Port Adelaide,Docklands,2025-08-16T03:20:00+00:00,,final,118,64,squiggle
2025_ID37283,2025,23,Hawthorn,Melbourne,M.C.G.,2025-08-16T06:15:00+00:00,,final,92,56,squiggle
2025_ID37286,2025,23,Adelaide,Collingwood,Adelaide Oval,2025-08-16T09:35:00+00:00,,final,59,56,squiggle
2025_ID37279,2025,23,North Melbourne,Richmond,Bellerive Oval,2025-08-17T03:10:00+00:00,,final,135,87,squiggle
2025_ID37285,2025,23,Sydney,Geelong,S.C.G.,2025-08-17T05:15:00+00:00,,final,68,111,squiggle
2025_ID37281,2025,23,Western Bulldogs,West Coast,Docklands,2025-08-17T06:40:00+00:00,,final,126,32,squiggle
2025_ID37293,2025,24,Essendon,Carlton,M.C.G.,2025-08-21T09:30:00+00:00,,final,56,90,squiggle
2025_ID37291,2025,24,Collingwood,Melbourne,M.C.G.,2025-08-22T09:10:00+00:00,,final,82,76,squiggle
2025_ID37295,2025,24,Port Adelaide,Gold Coast,Adelaide Oval,2025-08-22T10:10:00+00:00,,final,71,67,squiggle
2025_ID37289,2025,24,North Melbourne,Adelaide,Docklands,2025-08-23T03:20:00+00:00,,final,100,113,squiggle
2025_ID37292,2025,24,Richmond,Geelong,M.C.G.,2025-08-23T06:15:00+00:00,,final,64,103,squiggle
2025_ID37296,2025,24,West Coast,Sydney,Perth Stadium,2025-08-23T09:35:00+00:00,,final,51,118,squiggle
2025_ID37288,2025,24,Greater Western Sydney,St Kilda,Sydney Showground,2025-08-24T02:20:00+00:00,,scheduled,0,0,squiggle
2025_ID37290,2025,24,Western Bulldogs,Fremantle,Docklands,2025-08-24T05:15:00+00:00,,scheduled,0,0,squiggle
2025_ID37294,2025,24,Brisbane Lions,Hawthorn,Gabba,2025-08-24T09:20:00+00:00,,scheduled,0,0,squiggle
2025_ID37092,2025,24,Gold Coast,Essendon,Carrara,2025-08-27T09:20:00+00:00,,scheduled,0,0,squiggle
2025_ID37315,2025,25,,,M.C.G.,2025-09-04T16:00:00+00:00,,scheduled,0,0,squiggle
2025_ID37316,2025,25,,,M.C.G.,2025-09-04T16:00:00+00:00,,scheduled,0,0,squiggle
2025_ID37317,2025,25,,,M.C.G.,2025-09-04T16:00:00+00:00,,scheduled,0,0,squiggle
2025_ID37318,2025,25,,,M.C.G.,2025-09-04T16:00:00+00:00,,scheduled,0,0,squiggle
2025_ID37319,2025,26,,,M.C.G.,2025-09-11T16:00:00+00:00,,scheduled,0,0,squiggle
2025_ID37320,2025,26,,,M.C.G.,2025-09-11T16:00:00+00:00,,scheduled,0,0,squiggle
2025_ID37321,2025,27,,,M.C.G.,2025-09-18T16:00:00+00:00,,scheduled,0,0,squiggle
2025_ID37322,2025,27,,,M.C.G.,2025-09-18T16:00:00+00:00,,scheduled,0,0,squiggle
2025_ID37323,2025,28,,,M.C.G.,2025-09-25T16:00:00+00:00,,scheduled,0,0,squiggle
